"","x"
"1","escenario"
"2","internacional"
"3","analiza"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","holguras"
"9","mercados"
"10","factores"
"11","mundial"
"12","proximos"
"13","describe"
"14","escenario"
"15","externo"
"16","relevante"
"17","considerado"
"18","probable"
"19","economia"
"20","escenario"
"21","externo"
"22","economia"
"23","sigue"
"24","positivo"
"25","frente"
"26","crecimiento"
"27","actividad"
"28","mundial"
"29","mantiene"
"30","dinamico"
"31","junto"
"32","equilibrio"
"33","crecimiento"
"34","principales"
"35","economias"
"36","precio"
"37","productos"
"38","basicos"
"39","ubicado"
"40","trayectoria"
"41","anticipado"
"42","particular"
"43","petroleo"
"44","tras"
"45","ubicarse"
"46","nuevos"
"47","niveles"
"48","record"
"49","nominales"
"50","descendio"
"51","similares"
"52","politica"
"53","monetaria"
"54","continuado"
"55","normalizandose"
"56","gran"
"57","economias"
"58","desarrolladas"
"59","dada"
"60","evidencia"
"61","brechas"
"62","incremento"
"63","presiones"
"64","inflacionarias"
"65","embargo"
"66","condiciones"
"67","financieras"
"68","externas"
"69","continuan"
"70","favorables"
"71","crecimiento"
"72","mundial"
"73","actividad"
"74","desacelerado"
"75","esperado"
"76","analistas"
"77","expansion"
"78","anualizada"
"79","indica"
"80","consumo"
"81","mantenido"
"82","crecimiento"
"83","sostenido"
"84","menor"
"85","trimestres"
"86","previos"
"87","inversion"
"88","desacelerado"
"89","significativamente"
"90","especial"
"91","componente"
"92","residencial"
"93","asimismo"
"94","reviso"
"95","baja"
"96","crecimiento"
"97","sugiriendo"
"98","mercado"
"99","inmobiliario"
"100","crecimiento"
"101","potencial"
"102","decimas"
"103","menor"
"104","estimaciones"
"105","previas"
"106","acorde"
"107","unidades"
"108","anuales"
"109","variacion"
"110","movil"
"111","crecimiento"
"112","esperado"
"113","corregido"
"114","baja"
"115","holguras"
"116","capacidad"
"117","economia"
"118","practicamente"
"119","copado"
"120","especial"
"121","sector"
"122","industrial"
"123","creacion"
"124","empleos"
"125","ralentizado"
"126","tasa"
"127","desocupacion"
"128","estabilizado"
"129","ello"
"130","efectos"
"131","materializarse"
"132","proceso"
"133","normalizacion"
"134","interes"
"135","desaceleracion"
"136","sector"
"137","inmobiliario"
"138","alto"
"139","precio"
"140","combustibles"
"141","sugieren"
"142","consumo"
"143","disminuiria"
"144","dinamismo"
"145","resta"
"146","inversion"
"147","particular"
"148","residencial"
"149","seguiria"
"150","reduciendo"
"151","ritmo"
"152","expansion"
"153","sector"
"154","externo"
"155","comienza"
"156","aportar"
"157","crecimiento"
"158","buen"
"159","desempeno"
"160","exportaciones"
"161","expansion"
"162","moderada"
"163","importaciones"
"164","deficit"
"165","fiscal"
"166","disminuye"
"167","deficit"
"168","cuenta"
"169","corriente"
"170","tras"
"171","estabilizarse"
"172","comenzaria"
"173","reducirse"
"174","gradualmente"
"175","politica"
"176","monetaria"
"177","actividad"
"178","dinamica"
"179","esperado"
"180","holguras"
"181","mercados"
"182","factores"
"183","mejor"
"184","desempeno"
"185","demanda"
"186","interna"
"187","observa"
"188","crecimiento"
"189","tiende"
"190","homogeneo"
"191","region"
