"","x"
"1","escenario"
"2","internacional"
"3","examina"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","mundial"
"9","proximos"
"10","delineando"
"11","escenario"
"12","externo"
"13","probable"
"14","enfrentara"
"15","economia"
"16","analiza"
"17","evolucion"
"18","actividad"
"19","economica"
"20","mundial"
"21","inflacion"
"22","internacional"
"23","terminos"
"24","intercambio"
"25","condiciones"
"26","financieras"
"27","internacionales"
"28","panorama"
"29","internacional"
"30","relevante"
"31","deteriorado"
"32","significativamente"
"33","respecto"
"34","pasado"
"35","tal"
"36","tonica"
"37","unidos"
"38","fraudes"
"39","contables"
"40","conocidos"
"41","escondian"
"42","serie"
"43","malas"
"44","inversiones"
"45","derivaron"
"46","fuerte"
"47","caida"
"48","precio"
"49","acciones"
"50","consecuencia"
"51","perdida"
"52","confianza"
"53","inversionistas"
"54","aumento"
"55","aversion"
"56","riesgo"
"57","asimismo"
"58","ajustado"
"59","baja"
"60","cifras"
"61","actividad"
"62","economica"
"63","primeros"
"64","trimestres"
"65","llevo"
"66","reducir"
"67","proyecciones"
"68","crecimiento"
"69","economia"
"70","norteamericana"
"71","consiguientes"
"72","efectos"
"73","perspectivas"
"74","actividad"
"75","economia"
"76","mundial"
"77","proximo"
"78","tiempo"
"79","escenarios"
"80","economicos"
"81","region"
"82","tornado"
"83","complejos"
"84","particularmente"
"85","perspectivas"
"86","flujos"
"87","capitales"
"88","region"
"89","siguen"
"90","deteriorando"
"91","spreads"
"92","deuda"
"93","soberana"
"94","incrementado"
"95","niveles"
"96","record"
"97","manteniendose"
"98","presiones"
"99","monedas"
"100","reciente"
"101","anuncio"
"102","acuerdo"
"103","fmi"
"104","prestar"
"105","apoyo"
"106","financiero"
"107","acotaria"
"108","riesgo"
"109","escenarios"
"110","extremos"
"111","entregando"
"112","algun"
"113","grado"
"114","tranquilidad"
"115","mercados"
"116","financieros"
"117","regionales"
"118","crecimiento"
"119","mundial"
"120","incertidumbre"
"121","mercados"
"122","financieros"
"123","evolucion"
"124","bolsa"
"125","estadounidense"
"126","potencial"
"127","efecto"
"128","consumo"
"129","inversion"
"130","constituyen"
"131","preocupacion"
"132","respecto"
"133","dinamica"
"134","recuperacion"
"135","actividad"
"136","economica"
"137","ello"
"138","produciria"
"139","correccion"
"140","baja"
"141","actividad"
"142","economia"
"143","cabe"
"144","recordar"
"145","economia"
"146","norteamericana"
"147","presento"
"148","crecimiento"
"149","orden"
"150","importante"
"151","quiebre"
"152","expandio"
"153","solo"
"154","bien"
"155","actualidad"
"156","encuentra"
"157","fase"
"158","recuperacion"
"159","ritmo"
"160","lento"
"161","pasado"
"162","escenario"
"163","corregido"
"164","baja"
"165","precios"
"166","accionarios"
"167","respecto"
"168","previsto"
"169","hace"
"170","atras"
"171","ello"
"172","crecimiento"
"173","dow"
"174","jones"
"175","nasdaq"
"176","pais"
"177","alcanzaria"
"178","respectivamente"
"179","estimaciones"
"180","consensus"
"181","forecast"
"182","ajustadas"
"183","proyecciones"
"184","muestra"
"185","banco"
"186","inversion"
"187","correccion"
"188","baja"
"189","proyecciones"
"190","basa"
"191","lado"
"192","menor"
