"","x"
"1","escenario"
"2","internacional"
"3","analiza"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","mundial"
"9","proximos"
"10","describe"
"11","escenario"
"12","externo"
"13","considerado"
"14","probable"
"15","principales"
"16","riesgo"
"17","actividad"
"18","seguido"
"19","recuperandose"
"20","shock"
"21","causado"
"22","movilidad"
"23","movil"
"24","siete"
"25","pandemia"
"26","covid"
"27","contexto"
"28","movilidad"
"29","latina"
"30","europa"
"31","aumentado"
"32","continua"
"33","combate"
"34","enfermedad"
"35","datos"
"36","actividad"
"37","empleo"
"38","ingreso"
"39","superaron"
"40","expectativas"
"41","importante"
"42","economias"
"43","proceso"
"44","recuperacion"
"45","heterogeneo"
"46","sectores"
"47","economicos"
"48","expuesto"
"49","desarrollos"
"50","rebrotes"
"51","observados"
"52","europa"
"53","muestra"
"54","sostenida"
"55","generalizada"
"56","mejora"
"57","ido"
"58","permeando"
"59","economias"
"60","repunte"
"61","comercio"
"62","internacional"
"63","bienes"
"64","favorecido"
"65","precio"
"66","materias"
"67","primas"
"68","particular"
"69","cobre"
"70","sumado"
"71","crecimiento"
"72","socios"
"73","comerciales"
"74","augura"
"75","impulso"
"76","externo"
"77","corresponde"
"78","categorias"
"79","tiendas"
"80","ocio"
"81","supermercados"
"82","farmacias"
"83","estaciones"
"84","transporte"
"85","lugares"
"86","trabajo"
"87","economia"
"88","respecto"
"89","previsto"
"90","mercados"
"91","simple"
"92","argentina"
"93","mexico"
"94","peru"
"95","financieros"
"96","internacionales"
"97","exhibido"
"98","recuperacion"
"99","importante"
"100","simple"
"101","alemania"
"102","espana"
"103","francia"
"104","italia"
"105","movilidad"
"106","comunidades"
"107","covid"
"108","google"
"109","mes"
"110","condiciones"
"111","financieras"
"112","economias"
"113","emergentes"
"114","siguen"
"115","favorables"
"116","medio"
"117","elevado"
"118","impulso"
"119","monetario"
"120","existente"
"121","perspectivas"
"122","actividad"
"123","mundial"
"124","continuaran"
"125","determinadas"
"126","evolucion"
"127","pandemia"
"128","contraponiendose"
"129","rebrotes"
"130","desarrollo"
"131","vacunas"
"132","premios"
"133","riesgo"
"134","mercados"
"135","emergentes"
"136","bonos"
"137","soberanos"
"138","embi"
"139","bonos"
"140","corporativos"
"141","cembi"
"142","covid"
"143","sigue"
"144","presente"
"145","indices"
"146","latina"
"147","asia"
"148","europa"
"149","movilidad"
"150","recuperado"
"151","respecto"
"152","minimos"
"153","primeras"
"154","etapas"
"155","pandemia"
"156","surgimiento"
"157","rebrotes"
"158","importantes"
"159","europa"
"160","reinstaurado"
"161","medidas"
"162","restrictivas"
"163","menos"
"164","severas"
"165","focalizadas"
"166","sectores"
"167","servicios"
"168","requieren"
"169","contacto"
"170","social"
"171","directo"
"172","aplicado"
"173","gradualidad"
"174","adoptadas"
"175","enfrentar"
"176","primera"
"177","ola"
"178","responde"
"179","mejor"
"180","preparacion"
"181","salud"
"182","mayores"
"183","capacidades"
"184","testeo"
"185","rastreo"
"186","disminucion"
"187","movilidad"
"188","moderada"
"189","sumado"
"190","adaptacion"
"191","empresas"
"192","hogar"
"193","provocaria"
"194","ralentizacion"
