"","x"
"1","politica"
"2","monetaria"
"3","meta"
"4","inflacion"
"5","racionalidad"
"6","rango"
"7","meta"
"8","centrado"
"9","objetivo"
"10","principal"
"11","banco"
"12","asegurar"
"13","estabilidad"
"14","precios"
"15","autoridad"
"16","monetaria"
"17","entiende"
"18","objetivo"
"19","mantener"
"20","inflacion"
"21","dentro"
"22","rango"
"23","centrado"
"24","horizonte"
"25","actualmente"
"26","inflacion"
"27","ubica"
"28","bajo"
"29","previsible"
"30","continue"
"31","trimestres"
"32","debajo"
"33","incluso"
"34","muestre"
"35","negativos"
"36","contexto"
"37","agentes"
"38","podrian"
"39","preguntarse"
"40","reducir"
"41","rango"
"42","inflacion"
"43","meta"
"44","ejemplo"
"45","centrado"
"46","revisa"
"47","racionalidad"
"48","objetivo"
"49","vigente"
"50","presentando"
"51","principales"
"52","argumentos"
"53","sustentan"
"54","centro"
"55","simetrico"
"56","adecuado"
"57","buen"
"58","funcionamiento"
"59","economia"
"60","teoria"
"61","evidencia"
"62","empirica"
"63","permiten"
"64","concluir"
"65","inflacion"
"66","elevada"
"67","danina"
"68","crecimiento"
"69","economico"
"70","mejor"
"71","contribucion"
"72","hacer"
"73","politica"
"74","monetaria"
"75","crecimiento"
"76","largo"
"77","pais"
"78","mantener"
"79","inflacion"
"80","niveles"
"81","reducidos"
"82","evidencia"
"83","senala"
"84","reduccion"
"85","inflacion"
"86","aumentaria"
"87","crecimiento"
"88","punto"
"89","porcentual"
"90","obstante"
"91","efectos"
"92","normalmente"
"93","encuentran"
"94","muestras"
"95","incluyen"
"96","inflaciones"
"97","moderadas"
"98","altas"
"99","economias"
"100","inflacion"
"101","bajas"
"102","evidencia"
"103","menos"
"104","concluyente"
"105","beneficios"
"106","parecen"
"107","menos"
"108","significativos"
"109","primera"
"110","vista"
"111","meta"
"112","inflacion"
"113","baja"
"114","parece"
"115","apropiada"
"116","evidente"
"117","deberia"
"118","precisamente"
"119","deberia"
"120","cero"
"121","habitualmente"
"122","esgrimen"
"123","varias"
"124","razones"
"125","evitar"
"126","inflacion"
"127","meta"
"128","cercana"
"129","cero"
"130","primero"
"131","indices"
"132","precios"
"133","consumidor"
"134","suelen"
"135","tener"
"136","sesgos"
"137","medicion"
"138","diferencias"
"139","calidad"
"140","bienes"
"141","sustitucion"
"142","canastas"
"143","incentivan"
"144","cambios"
"145","precios"
"146","relativos"
"147","sobrestiman"
"148","verdadero"
"149","aumento"
"150","precios"
"151","consumidor"
"152","inflacion"
"153","positivo"
"154","bajo"
"155","facilita"
"156","cambios"
"157","precios"
"158","relativos"
"159","distintos"
"160","particular"
"161","mercados"
"162","existen"
"163","rigideces"
"164","precios"
"165","baja"
"166","economia"
"167","enfrenta"
"168","shock"
"169","ajuste"
"170","requiere"
"171","precios"
"172","suban"
"173","bajen"
"174","terminos"
"175","relativos"
"176","bien"
"177","ajuste"
"178","normalmente"
"179","sencillo"
"180","existen"
"181","precios"
"182","ejemplo"
"183","salarios"
"184","nominales"
"185","suelen"
"186","rigidos"
"187","baja"
"188","consecuencias"
"189","actividad"
"190","empleo"
"191","asignacion"
"192","recursos"
"193","casos"
"194","menos"
"195","costoso"
"196","producir"
"197","cambio"
"198","precios"
"199","relativos"
"200","precios"
"201","baja"
"202","nominal"
"203","existe"
"204","riesgo"
"205","caer"
"206","niveles"
"207","inflacion"
"208","negativos"
"209","meta"
"210","excesivamente"
"211","baja"
"212","periodos"
"213","deflacion"
"214","persistentes"
"215","pueden"
"216","generar"
"217","inestabilidad"
"218","financiera"
"219","problemas"
"220","funcionamiento"
"221","economia"
"222","incluyendo"
"223","restricciones"
"224","grado"
"225","expansividad"
"226","lograr"
"227","politica"
"228","monetaria"
"229","ejemplo"
"230","fenomeno"
"231","ocurrido"
"232","economia"
"233","japonesa"
"234","barro"
"235","gregorio"
"236","fischer"
"237","bruno"
"238","easterly"
"239","andres"
"240","hernando"
"241","revision"
"242","argumentos"
"243","encuentra"
"244","sinclair"
"245","modo"
"246","ejemplo"
"247","dictamenes"
"248","direccion"
"249","trabajo"
"250","establecido"
"251","partes"
"252","pactado"
"253","reajustabilidad"
"254","vinculada"
"255","variacion"
"256","experimentada"
"257","ipc"
"258","determinado"
"259","resulta"
"260","procedente"
"261","rebajar"
"262","nominalmente"
"263","remuneraciones"
"264","variacion"
"265","referencia"
"266","resultare"
"267","negativa"
"268","termino"
"269","convenido"
"270","reajuste"
"271","remuneraciones"
"272","dictamenes"
"273","ejemplo"
"274","mishkin"
"275","bernanke"
"276","resumen"
"277","conjunto"
"278","argumentos"
"279","hecho"
"280","mayoria"
"281","metas"
"282","inflacion"
"283","escojan"
"284","metas"
"285","largo"
"286","inflacion"
"287","superiores"
"288","general"
"289","desarrollo"
"290","dichas"
"291","metas"
"292","cercanas"
"293","desarrollados"
"294","ubican"
"295","metas"
"296","inflacion"
"297","seleccionados"
"298","variacion"
"299","economias"
"300","desarrolladas"
"301","economias"
"302","desarrollo"
"303","australia"
"304","canada"
"305","mexico"
"306","corea"
"307","tailandia"
"308","israel"
"309","peru"
"310","noruega"
"311","rep"
"312","checa"
"313","nueva"
"314","zelanda"
"315","sudafrica"
"316","suecia"
"317","suiza"
"318","banco"
"319","pais"
"320","existen"
"321","buenos"
"322","motivos"
"323","particular"
"324","desarrollo"
"325","general"
"326","metas"
"327","rangos"
"328","meta"
"329","superiores"
"330","desarrollados"
"331","sesgos"
"332","calidad"
"333","sustitucion"
"334","normalmente"
"335","mayores"
"336","desarrollo"
"337","primero"
"338","adopcion"
"339","cambios"
"340","tecnologicos"
"341","menor"
"342","actualizacion"
"343","menos"
"344","periodica"
"345","canastas"
"346","variacion"
"347","precios"
"348","relativos"
"349","tipicamente"
"350","observa"
"351","economias"
"352","estudios"
"353","unidos"
"354","indican"
"355","problemas"
"356","medicion"
"357","verdadera"
"358","tasa"
"359","inflacion"
"360","sobrestimada"
"361","facilitar"
"362","ajuste"
"363","precios"
"364","relativos"
"365","sectoriales"
"366","especialmente"
"367","relevante"
"368","economias"
"369","desarrollo"
"370","mercados"
"371","rigidos"
"372","normalmente"
"373","afectas"
"374","volatilidad"
"375","pares"
"376","desarrolladas"
"377","necesitan"
"378","ajustes"
"379","mayores"
"380","bien"
"381","evidencia"
"382","reciente"
"383","flexibilidad"
