"","x"
"1","resumen"
"2","resumen"
"3","politica"
"4","monetaria"
"5","oferta"
"6","demanda"
"7","toda"
"8","economia"
"9","constantemente"
"10","sujeta"
"11","fluctuaciones"
"12","producto"
"13","empleo"
"14","precios"
"15","detras"
"16","fluctuaciones"
"17","encuentran"
"18","demanda"
"19","tales"
"20","variaciones"
"21","gasto"
"22","publico"
"23","desplazamientos"
"24","demanda"
"25","inversion"
"26","oferta"
"27","cuales"
"28","cuentan"
"29","variaciones"
"30","precios"
"31","insumos"
"32","importados"
"33","ejemplo"
"34","petroleo"
"35","cambios"
"36","tecnologicos"
"37","autoridad"
"38","economica"
"39","debe"
"40","continuamente"
"41","juzgando"
"42","naturaleza"
"43","afectan"
"44","economia"
"45","fin"
"46","definir"
"47","acciones"
"48","politica"
"49","permitan"
"50","reducir"
"51","impacto"
"52","particular"
"53","marco"
"54","metas"
"55","inflacion"
"56","orienta"
"57","politica"
"58","monetaria"
"59","mantener"
"60","inflacion"
"61","dentro"
"62","rango"
"63","meta"
"64","horizonte"
"65","politica"
"66","principales"
"67","explicaciones"
"68","fluctuaciones"
"69","economicas"
"70","pueden"
"71","representar"
"72","demanda"
"73","oferta"
"74","agregadas"
"75","cambio"
"76","demanda"
"77","agregada"
"78","causado"
"79","shock"
"80","tiende"
"81","generar"
"82","cambio"
"83","actividad"
"84","inflacion"
"85","movimientos"
"86","inflacion"
"87","producto"
"88","van"
"89","misma"
"90","direccion"
"91","aumento"
"92","demanda"
"93","agregada"
"94","incrementa"
"95","producto"
"96","inflacion"
"97","correlacion"
"98","positiva"
"99","actividad"
"100","inflacion"
"101","permite"
"102","politica"
"103","monetaria"
"104","cuyos"
"105","principales"
"106","mecanismos"
"107","transmision"
"108","opera"
"109","corto"
"110","demanda"
"111","agregada"
"112","pueda"
"113","estabilizar"
"114","ambos"
"115","efectos"
"116","shock"
"117","demanda"
"118","economia"
"119","controlando"
"120","principio"
"121","simultaneamente"
"122","actividad"
"123","inflacion"
"124","oferta"
"125","agregada"
"126","cantidad"
"127","bienes"
"128","servicios"
"129","ofrecidos"
"130","momento"
"131","determinado"
"132","generan"
"133","movimientos"
"134","producto"
"135","inflacion"
"136","direcciones"
"137","opuestas"
"138","dado"
"139","politica"
"140","monetaria"
"141","influye"
