"","x"
"1","politica"
"2","monetaria"
"3","proyecciones"
"4","politica"
"5","monetaria"
"6","objetivo"
"7","politica"
"8","monetaria"
"9","mantener"
"10","inflacion"
"11","estable"
"12","centro"
"13","rango"
"14","forma"
"15","permanente"
"16","marco"
"17","uso"
"18","proyecciones"
"19","inflacion"
"20","adquiere"
"21","rol"
"22","relevante"
"23","efecto"
"24","cambios"
"25","tasa"
"26","interes"
"27","politica"
"28","mone"
"29","taria"
"30","afectan"
"31","inflacion"
"32","rezago"
"33","variable"
"34","seis"
"35","veinticuatro"
"36","decisiones"
"37","politica"
"38","monetaria"
"39","pueden"
"40","unicamente"
"41","basarse"
"42","ocurre"
"43","inflacion"
"44","hoy"
"45","contrario"
"46","proyecciones"
"47","inflacion"
"48","pueden"
"49","consideradas"
"50","objetivo"
"51","intermedio"
"52","mismas"
"53","reflejan"
"54","hoy"
"55","estima"
"56","pasara"
"57","manana"
"58","inflacion"
"59","vez"
"60","informa"
"61","politica"
"62","monetaria"
"63","tal"
"64","razon"
"65","banco"
"66","puesto"
"67","enorme"
"68","esfuer"
"69","zo"
"70","desarrollar"
"71","herramientas"
"72","proyeccion"
"73","inflacion"
"74","crecimiento"
"75","corto"
"76","actividad"
"77","economica"
"78","permitan"
"79","pronostico"
"80","eficiente"
"81","vez"
"82","representativo"
"83","vision"
"84","consejo"
"85","embargo"
"86","relacion"
"87","proyecciones"
"88","inflacion"
"89","cambios"
"90","politica"
"91","monetaria"
"92","dista"
"93","mecanica"
"94","lineal"
"95","trata"
"96","aspectos"
"97","importantes"
"98","dicha"
"99","relacion"
"100","proceso"
"101","proyeccion"
"102","proyecciones"
"103","inflacion"
"104","crecimiento"
"105","economico"
"106","llevan"
"107","cabo"
"108","proceso"
"109","iterativo"
"110","interactivo"
"111","alrededor"
"112","seis"
"113","semanas"
"114","reunion"
"115","politica"
"116","monetaria"
"117","sanciona"
"118","politica"
"119","monetaria"
"120","correspondiente"
"121","consejo"
"122","demas"
"123","miembros"
"124","participantes"
"125","reunion"
"126","reciben"
"127","cuestionario"
"128","auscultando"
"129","opiniones"
"130","curso"
"131","fu"
"132","turo"
"133","probable"
"134","variables"
"135","inciden"
"136","inflacion"
"137","crecimien"
"138","actividad"
"139","economica"
"140","precisos"
"141","variable"
"142","solicita"
"143","enfaticen"
"144","cambios"
"145","tendencia"
"146","intensidad"
"147","cambios"
"148","respecto"
"149","previo"
"150","inmediatamente"
"151","luz"
"152","acumulada"
"153","entonces"
"154","pide"
"155","analisis"
"156","riesgo"
"157","pudieran"
"158","desplazar"
"159","variable"
"160","cuestion"
"161","trayectoria"
"162","probable"
"163","uso"
"164","intenso"
"165","conjunto"
"166","modelos"
"167","disticos"
"168","banco"
"169","inicia"
"170","proceso"
"171","retroalimentacion"
"172","consejeros"
"173","demas"
"174","participantes"
"175","reuniones"
"176","politica"
"177","monetaria"
"178","equipo"
"179","tecnico"
"180","permite"
"181","ir"
"182","configurando"
"183","cuerpo"
"184","escenario"
"185","proyectar"
"186","inflacion"
"187","crecimiento"
"188","siguientes"
"189","ocho"
"190","trimes"
"191","tres"
"192","analisis"
"193","riesgo"
"194","lleva"
"195","consideracion"
"196","escenarios"
"197","alternativos"
"198","bien"
"199","aparecen"
"200","menos"
"201","probables"
"202","suficiente"
"203","mente"
"204","importantes"
"205","considerarlos"
"206","darles"
"207","seguimiento"
"208","escenario"
"209","forma"
"210","abanico"
"211","presentan"
"212","politica"
"213","monetaria"
"214","inflacion"
"215","crecimiento"
"216","resumen"
"217","forma"
"218","visual"
"219","pro"
"220","ceso"
"221","proyeccion"
"222","termino"
"223","escenario"
"224","representa"
"225","juicio"
"226","consejo"
"227","trayectoria"
"228","probable"
"229","inflacion"
"230","crecimiento"
"231","siguientes"
"232","ocho"
"233","trimestres"
"234","condicional"
"235","supuesto"
"236","tasa"
"237","interes"
"238","politica"
"239","mantiene"
"240","constante"
"241","dado"
"242","objetivo"
"243","politica"
"244","monetaria"
"245","mantener"
"246","inflacion"
"247","estable"
"248","centro"
"249","rango"
"250","forma"
"251","permanente"
"252","tasa"
"253","interes"
"254","politica"
"255","fije"
"256","debe"
"257","coherente"
"258","proyec"
"259","cion"
"260","inflacion"
"261","escenario"
"262","converge"
"263","horizonte"
"264","proyeccion"
"265","tasa"
"266","politica"
"267","monetaria"
"268","tpm"
"269","hoy"
"270","adecuado"
"271","cumplir"
"272","objetivo"
"273","inflacionario"
"274","banco"
"275","sentido"
"276","proyeccion"
"277","inflacion"
"278","ocho"
"279","trimestres"
"280","asimilar"
"281","objetivo"
"282","intermedio"
"283","politica"
"284","monetaria"
"285","resumen"
"286","consecuencia"
"287","precisamente"
"288","supuesto"
"289","metodologico"
"290","subyace"
"291","construccion"
"292","proyecciones"
"293","consiste"
"294","tpm"
"295","permanece"
"296","constante"
"297","proximos"
"298","efecto"
"299","consejo"
"300","estima"
"301","supuesto"
"302","metodologico"
"303","adecuado"
"304","cuanto"
"305","general"
"306","posible"
"307","prudente"
"308","anticipar"
"309","forma"
"310","cierta"
"311","direccion"
"312","movera"
"313","politica"
"314","monetaria"
"315","futuro"
"316","balance"
"317","riesgo"
"318","lugar"
"319","abanico"
"320","proyeccion"
"321","representa"
"322","incertidumbre"
"323","acompana"
"324","proyeccion"
"325","creciente"
"326","medida"
"327","tal"
"328","proyeccion"
"329","aleja"
"330","presente"
"331","importante"
"332","enfatizar"
"333","representacion"
"334","incertidumbre"
"335","abanico"
"336","hace"
"337","componentes"
"338","varianza"
"339","distribucion"
"340","probabilidades"
"341","vinculada"
"342","amplitud"
"343","abanico"
"344","balance"
"345","riesgo"
"346","manifiesta"
"347","sesgo"
"348","distribucion"
"349","dispersion"
"350","considerada"
"351","proyecciones"
"352","estima"
"353","errores"
"354","pronostico"
"355","ajustada"
"356","virtud"
"357","coyuntura"
"358","volatilidad"
"359","variables"
"360","fundamentales"
"361","inciden"
"362","inflacion"
"363","crecimiento"
"364","percibe"
"365","menor"
"366","historica"
"367","balance"
"368","riesgo"
"369","alrededor"
"370","proyeccion"
"371","modal"
"372","inclina"
"373","arriba"
"374","sesgo"
"375","positivo"
"376","asignando"
"377","probabilidad"
"378","ocurrencia"
"379","encima"
"380","proyeccion"
"381","modal"
"382","debajo"
"383","graficamente"
