"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","principales"
"13","riesgo"
"14","crecimiento"
"15","mundial"
"16","variacion"
"17","escenario"
"18","internacional"
"19","relevante"
"20","presenta"
"21","mayores"
"22","cambios"
"23","prom"
"24","prom"
"25","f"
"26","f"
"27","respecto"
"28","previsto"
"29","economias"
"30","desarrolladas"
"31","actividad"
"32","mundo"
"33","ppc"
"34","mantiene"
"35","signos"
"36","repunte"
"37","inflacion"
"38","estabilizado"
"39","mundo"
"40","tc"
"41","mercado"
"42","contexto"
"43","politicas"
"44","monetarias"
"45","mantienen"
"46","altamente"
"47","expansivas"
"48","socios"
"49","comerciales"
"50","unidos"
"51","crecimiento"
"52","continua"
"53","estable"
"54","reciente"
"55","eurozona"
"56","plantea"
"57","dudas"
"58","desempeno"
"59","resta"
"60","impactos"
"61","pueda"
"62","provocar"
"63","normalizacion"
"64","monetaria"
"65","interna"
"66","externa"
"67","india"
"68","resto"
"69","asia"
"70","condiciones"
"71","financieras"
"72","pais"
"73","actividad"
"74","excl"
"75","debil"
"76","previsto"
"77","circunstancias"
"78","menor"
"79","inflacion"
"80","exp"
"81","productos"
"82","basicos"
"83","permitido"
"84","normalizar"
"85","rapido"
"86","politica"
"87","monetaria"
"88","economias"
"89","definiciones"
"90","glosario"
"91","alla"
"92","episodios"
"93","volatilidad"
"94","recientes"
"95","condiciones"
"96","estimacion"
"97","f"
"98","proyeccion"
"99","financieras"
"100","siguen"
"101","favorables"
"102","economias"
"103","emergentes"
"104","premios"
"105","fuentes"
"106","banco"
"107","muestra"
"108","banco"
"109","riesgo"
"110","siguen"
"111","bajos"
"112","mercados"
"113","bursatiles"
"114","continuan"
"115","mostrando"
"116","retornos"
"117","version"
"118","consensus"
"119","forecasts"
"120","fmi"
"121","oficinas"
"122","pais"
"123","positivos"
"124","flujos"
"125","capitales"
"126","sostenido"
"127","contexto"
"128","retiro"
"129","gradual"
"130","impulso"
"131","monetario"
"132","reserva"
"133","federal"
"134","fed"
"135","provocado"
"136","disrupciones"
"137","precios"
"138","materias"
"139","primas"
"140","particular"
"141","cobre"
"142","petroleo"
"143","comportamientos"
"144","mixtos"
"145","traduciendose"
"146","terminos"
"147","intercambio"
"148","similares"
"149","respecto"
"150","principales"
"151","fuentes"
"152","riesgo"
"153","siguen"
"154","ligadas"
"155","factores"
"156","identificados"
"157","ipom"
"158","previos"
"159","actividad"
"160","economias"
"161","desarrolladas"
"162","sigue"
"163","mostrando"
"164","senales"
"165","recuperacion"
"166","indicadores"
"167","corto"
"168","perspectivas"
"169","perspectivas"
"170","sectoriales"
"171","insinuan"
"172","mantencion"
"173","tendencia"
"174","proximo"
"175","movil"
"176","difusion"
"177","pivote"
"178","pib"
"179","expandio"
"180","tt"
"181","anualizado"
"182","cuarto"
"183","cifra"
"184","manufactura"
"185","servicios"
"186","eurozona"
"187","inferior"
"188","menor"
"189","consumo"
"190","bienes"
"191","durables"
"192","servicios"
"193","obstante"
"194","estima"
"195","debilidad"
"196","transitoria"
"197","toda"
"198","vez"
"199","fundamentos"
"200","consumo"
"201","siguen"
"202","fuertes"
"203","mercado"
"204","laboral"
"205","alla"
"206","cierta"
"207","moderacion"
"208","crecimiento"
"209","salarios"
"210","continua"
"211","dinamico"
"212","expectativas"
"213","consumidores"
"214","siguen"
"215","positivas"
"216","destaca"
"217","repunte"
"218","inversion"
"219","activo"
"220","fijo"
"221","compensado"
"222","menor"
"223","acumulacion"
"224","inventarios"
"225","suman"
"226","perspectivas"
"227","continuan"
"228","terreno"
"229","positivo"
"230","sector"
"231","manufacturero"
"232","servicios"
"233","obstante"
"234","adelante"
"235","persisten"
"236","dudas"
"237","terminos"
"238","tamano"
"239","impulso"
"240","fiscal"
"241","lograra"
"242","aprobar"
"243","nueva"
"244","administracion"
"245","indices"
"246","gerentes"
"247","compra"
"248","pmi"
"249","eurozona"
"250","crecimiento"
"251","seguido"
"252","afianzandose"
"253","datos"
"254","efectivos"
"255","elaborados"
"256","ism"
"257","resto"
"258","utilizan"
"259","general"
"260","continuado"
"261","sorprendiendo"
"262","modos"
"263","todavia"
"264","markit"
"265","bajo"
"266","indica"
"267","expansion"
"268","contraccion"
"269","existen"
"270","importantes"
"271","diferencias"
"272","materia"
"273","holguras"
"274","banco"
"275","capacidad"
"276","desprende"
"277","distintas"
"278","desempleo"
"279","inflacion"
"280","quedan"
"281","ajustes"
"282","pendientes"
"283","economias"
"284","terminos"
"285","variacion"
"286","finanzas"
"287","publicas"
"288","sistema"
"289","financiero"
"290","cifras"
"291","actividad"
"292","efectiva"
"293","expectativas"
"294","corroboraron"
"295","buenas"
"296","noticias"
"297","sugeridas"
"298","mercado"
"299","eurozona"
"300","indicadores"
"301","corto"
"302","excepcion"
"303","crecimiento"
"304","debilito"
"305","cuarto"
"306","contexto"
"307","mantienen"
"308","dudas"
"309","siguientes"
"310","etapas"
"311","brexit"
"312","efectos"
"313","panorama"
"314","inflacion"
"315","desarrollados"
"316","tampoco"
"317","presenta"
"318","grandes"
"319","cambios"
"320","indices"
"321","precios"
"322","consumidor"
"323","cuyas"
"324","variaciones"
"325","anuales"
"326","aproximan"
"327","objetivos"
"328","autoridades"
"329","monetarias"
"330","cierta"
"331","divergencia"
"332","mediciones"
"333","subyacentes"
"334","coincide"
"335","crecimiento"
"336","salarios"
"337","permanece"
"338","bajo"
"339","mayoria"
"340","perspectivas"
"341","inflacionarias"
"342","estabilizado"
"343","inflacion"
"344","fuentes"
"345","consensus"
"346","forecasts"
"347","permanece"
"348","indicador"
"349","subyacente"
"350","algun"
"351","descenso"
"352","continua"
"353","deflactor"
"354","consumo"
"355","pce"
"356","medida"
"357","observada"
"358","fed"
"359","encuentra"
"360","debajo"
"361","dicha"
"362","cifra"
"363","mercado"
"364","preve"
"365","adicionales"
"366","tasa"
"367","fondos"
"368","federales"
"369","fed"
"370","tasa"
"371","politica"
"372","monetaria"
"373","funds"
"374","vez"
"375","autoridades"
"376","fed"
"377","senalado"
"378","probable"
"379","disminucion"
"380","balance"
"381","generando"
"382","ciertas"
"383","dudas"
"384","eurozona"
"385","interaccion"
"386","proceso"
