"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","crecimiento"
"16","mundial"
"17","probable"
"18","principales"
"19","riesgo"
"20","variacion"
"21","prom"
"22","prom"
"23","f"
"24","f"
"25","f"
"26","mundo"
"27","ppc"
"28","crecimiento"
"29","mundial"
"30","mundial"
"31","tc"
"32","mercado"
"33","socios"
"34","comerciales"
"35","noticias"
"36","recientes"
"37","actividad"
"38","mundial"
"39","reflejaron"
"40","recuperacion"
"41","gradual"
"42","unidos"
"43","economias"
"44","desarrolladas"
"45","observa"
"46","dinamismo"
"47","unidos"
"48","eurozona"
"49","india"
"50","impulsada"
"51","alemania"
"52","francia"
"53","comenzando"
"54","salir"
"55","recesion"
"56","resto"
"57","asia"
"58","economias"
"59","emergentes"
"60","continuando"
"61","desacelerandose"
"62","perspectivas"
"63","excl"
"64","exp"
"65","prod"
"66","basicos"
"67","crecimiento"
"68","ajustandose"
"69","baja"
"70","particular"
"71","pesar"
"72","estimacion"
"73","senales"
"74","estabilizacion"
"75","cifras"
"76","actividad"
"77","economia"
"78","f"
"79","proyeccion"
"80","crecimiento"
"81","socios"
"82","comerciales"
"83","ajusta"
"84","baja"
"85","definiciones"
"86","glosario"
"87","decima"
"88","respectivamente"
"89","fuentes"
"90","banco"
"91","muestra"
"92","banco"
"93","inversion"
"94","consensus"
"95","forecasts"
"96","fondo"
"97","monetario"
"98","internacional"
"99","oficinas"
"100","pais"
"101","unidos"
"102","aumento"
"103","velocidad"
"104","expansion"
"105","consumo"
"106","servicios"
"107","inversion"
"108","residencial"
"109","apoyado"
"110","aumentos"
"111","salarios"
"112","reales"
"113","empleo"
"114","aumentos"
"115","precios"
"116","viviendas"
"117","acciones"
"118","mantenido"
"119","elevada"
"120","confianza"
"121","consumidores"
"122","respaldan"
"123","tendencias"
"124","condiciones"
"125","oferta"
"126","credito"
"127","crecimiento"
"128","pib"
"129","eurozona"
"130","relajadas"
"131","demanda"
"132","diferencia"
"133","variacion"
"134","ipom"
"135","expectativas"
"136","manufactureras"
"137","auguran"
"138","repunte"
"139","eurozona"
"140","centro"
"141","perifericos"
"142","produccion"
"143","industrial"
"144","revision"
"145","cifras"
"146","economia"
"147","norteamericana"
"148","redujo"
"149","proyeccion"
"150","crecimiento"
"151","conjunto"
"152","dio"
"153","cuenta"
"154","recuperacion"
"155","economia"
"156","iniciado"
"157","previsto"
"158","crecio"
"159","trimestral"
"160","anualizado"
"161","previo"
"162","desempeno"
"163","visible"
"164","consumo"
"165","inversion"
"166","privada"
"167","continuo"
"168","decayendo"
"169","menor"
"170","velocidad"
"171","crecimiento"
"172","consumo"
"173","reflejo"
"174","particular"
"175","ventas"
"176","minoristas"
"177","importaciones"
"178","ido"
"179","mano"
"180","mejora"
"181","mercado"
"182","laboral"
"183","desempleo"
"184","bajo"
"185","registrado"
"186","tres"
"187","anteriores"
"188","corresponden"
"189","proyeccion"
"190","acompanado"
"191","crecimiento"
"192","salarios"
"193","expectativas"
"194","corresponde"
"195","alemania"
"196","austria"
"197","finlandia"
"198","francia"
"199","holanda"
"200","manufactureras"
"201","moderado"
"202","siguen"
"203","senalando"
"204","luxemburgo"
"205","expansion"
"206","venidero"
"207","apoyadas"
"208","depreciacion"
"209","yen"
"210","exportaciones"
"211","corresponde"
"212","belgica"
"213","chipre"
"214","eslovaquia"
"215","eslovenia"
"216","espana"
"217","estonia"
"218","grecia"
"219","irlanda"
"220","italia"
"221","malta"
"222","portugal"
"223","dinamicas"
"224","ipc"
"225","mostro"
"226","aumento"
"227","fuentes"
"228","banco"
"229","muestra"
"230","banco"
"231","normalizacion"
"232","estimulo"
"233","fiscal"
"234","senales"
"235","entregado"
"236","inversion"
"237","consensus"
"238","forecasts"
"239","fondo"
"240","monetario"
"241","internacional"
"242","autoridades"
"243","cuanto"
"244","posible"
"245","aumento"
"246","impuesto"
"247","consumo"
"248","acotaran"
"249","crecimiento"
"250","banco"
"251","eurozona"
"252","crecio"
"253","trimestral"
"254","anualizado"
"255","cuarto"
"256","expectativas"
"257","gerentes"
"258","compra"
"259","pmi"
"260","constituye"
"261","primera"
"262","expansion"
"263","obedece"
"264","difusion"
"265","pivote"
"266","mejor"
"267","desempeno"
"268","alemania"
"269","francia"
"270","perifericas"
"271","contraccion"
"272","manufacturas"
"273","avanzadas"
"274","manufacturas"
"275","emergentes"
"276","actividad"
"277","modero"
"278","observan"
"279","mejoras"
"280","desempleo"
"281","servicios"
"282","avanzadas"
"283","servicios"
"284","emergentes"
"285","permanecen"
"286","altas"
"287","expectativas"
"288","consumidores"
"289","gerentes"
"290","compra"
"291","repuntado"
"292","prematuro"
"293","concluir"
"294","cambio"
"295","tendencia"
"296","pues"
"297","riesgo"
"298","region"
"299","mantienen"
"300","considerando"
"301","compleja"
"302","situacion"
"303","politica"
"304","fiscal"
"305","financiera"
"306","atraviesa"
"307","particular"
"308","debilidad"
"309","economias"
"310","perifericas"
"311","generar"
"312","tensiones"
"313","financiero"
"314","afecten"
"315","evolucion"
"316","economias"
"317","centro"
"318","mundo"
"319","desarrollado"
"320","expectativas"
"321","sector"
"322","servicios"
"323","manufacturero"
"324","ubicaron"
"325","niveles"
"326","expansion"
"327","emergentes"
"328","vuelto"
"329","bajo"
"330","indica"
"331","expansion"
"332","contraccion"
"333","caer"
"334","viene"
"335","observando"
"336","sector"
"337","servicios"
"338","banco"
"339","encuentra"
"340","practicamente"
"341","neutral"
"342","sector"
"343","manufacturero"
"344","contraccion"
"345","mejora"
"346","mundo"
"347","desarrollado"
"348","particular"
"349","unidos"
"350","ido"
"351","mano"
"352","aumento"
"353","importaciones"
"354","contribuir"
"355","crecimiento"
"356","regiones"
"357","credito"
"358","domestico"
"359","interno"
"360","pib"
"361","mundo"
"362","incluyendo"
"363","emergentes"
"364","relacion"
"365","comercial"
"366","economia"
"367","norteamericana"
"368","actividad"
"369","crecio"
"370","primero"
"371","completando"
"372","trimestres"
"373","desaceleracion"
"374","datos"
"375","recientes"
"376","mostraron"
"377","estabilidad"
"378","produccion"
"379","expectativas"
"380","manufactureras"
"381","importaciones"
"382","exportaciones"
