"","x"
"1","escenario"
"2","internacional"
"3","analiza"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","mercado"
"9","laboral"
"10","consumo"
"11","personal"
"12","mundial"
"13","proximos"
"14","describe"
"15","escenario"
"16","externo"
"17","movil"
"18","variacion"
"19","relevante"
"20","considerado"
"21","probable"
"22","economia"
"23","creacion"
"24","empleo"
"25","neta"
"26","consumo"
"27","personal"
"28","principales"
"29","riesgo"
"30","crecimiento"
"31","mundial"
"32","tiempo"
"33","levantado"
"34","dudas"
"35","respecto"
"36","dinamismo"
"37","recuperacion"
"38","unidos"
"39","crecimiento"
"40","pib"
"41","debajo"
"42","esperado"
"43","mercado"
"44","datos"
"45","coyunturales"
"46","recientes"
"47","apuntan"
"48","debil"
"49","principal"
"50","debilidad"
"51","crecimiento"
"52","relaciona"
"53","pobre"
"54","desempeno"
"55","consumo"
"56","privado"
"57","lenta"
"58","recuperacion"
"59","mercado"
"60","laboral"
"61","incertidumbre"
"62","perspectivas"
"63","empleo"
"64","hecho"
"65","creacion"
"66","empleos"
"67","economia"
"68","excluye"
"69","trabajadores"
"70","contratados"
"71","labores"
"72","temporales"
"73","especificas"
"74","censo"
"75","lenta"
"76","recuperacion"
"77","ciclos"
"78","anteriores"
"79","ello"
"80","suma"
"81","proceso"
"82","desapalancamiento"
"83","curso"
"84","hogar"
"85","empresas"
"86","expectativas"
"87","termino"
"88","paquetes"
"89","estimulo"
"90","fiscal"
"91","condiciones"
"92","financieras"
"93","mejoraron"
"94","respecto"
"95","momentos"
"96","algidos"
"97","crisis"
"98","financiera"
"99","banco"
"100","comerciales"
"101","siguen"
"102","bien"
"103","enfocados"
"104","limpiar"
"105","balances"
"106","junto"
"107","menor"
"108","demanda"
"109","credito"
"110","reflejado"
"111","debilidad"
"112","mercado"
"113","crediticio"
"114","panorama"
"115","reserva"
"116","federal"
"117","ampliado"
"118","medidas"
"119","distribucion"
"120","proyecciones"
"121","crecimiento"
"122","consenso"
"123","convencionales"
"124","impulsar"
"125","economia"
"126","mercado"
"127","frecuencia"
"128","respuesta"
"129","variacion"
"130","cifras"
"131","pib"
"132","mejores"
"133","unidos"
"134","europa"
"135","esperado"
"136","mercado"
"137","destacaron"
"138","diferencias"
"139","dinamismo"
"140","ipom"
"141","ipom"
"142","economias"
"143","dentro"
"144","region"
"145","estima"
"146","efectos"
"147","actividad"
"148","turbulencias"
"149","observadas"
"150","mercados"
"151","financieros"
"152","primera"
"153","mitad"
"154","planes"
"155","ajuste"
"156","fiscal"
"157","marcha"
"158","varias"
"159","economias"
"160","afectaran"
"161","negativamente"
"162","crecimiento"
"163","region"
"164","senal"
"165","empeoramiento"
"166","resultados"
"167","encuestas"
"168","credito"
"169","escenario"
"170","preve"
"171","mejores"
"172","cifras"
"173","observadas"
"174","momento"
"175","revertidas"
"176","resta"
"177","dejando"
"178","proyecciones"
"179","economica"
"180","practicamente"
"181","cambios"
"182","respecto"
"183","ipom"
"184","emergentes"
"185","sigue"
"186","destacando"
"187","dinamismo"
"188","economias"
"189","asiaticas"
"190","latinoamericanas"
"191","crecimiento"
"192","pib"
"193","supero"
