"","x"
"1","escenario"
"2","internacional"
"3","analiza"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","actividad"
"9","mundial"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","variacion"
"16","trimestral"
"17","anualizada"
"18","relevante"
"19","considerado"
"20","probable"
"21","economia"
"22","economias"
"23","desarrolladas"
"24","principales"
"25","riesgo"
"26","economias"
"27","emergentes"
"28","escenario"
"29","grueso"
"30","escenario"
"31","macroeconomico"
"32","internacional"
"33","evolucionado"
"34","acorde"
"35","previsto"
"36","sigue"
"37","favorable"
"38","economia"
"39","mantienen"
"40","importantes"
"41","riesgo"
"42","continuan"
"43","acentuandose"
"44","diferencias"
"45","crecimiento"
"46","economias"
"47","emergentes"
"48","respecto"
"49","desarrolladas"
"50","reciente"
"51","observa"
"52","reduccion"
"53","estimaciones"
"54","consenso"
"55","economias"
"56","mundo"
"57","desarrollado"
"58","bien"
"59","escenario"
"60","perspectivas"
"61","crecimiento"
"62","cambios"
"63","significativos"
"64","agregado"
"65","destaca"
"66","regiones"
"67","ponderadas"
"68","ppc"
"69","economias"
"70","desarrolladas"
"71","corresponden"
"72","australia"
"73","canada"
"74","dinamarca"
"75","eurozona"
"76","nueva"
"77","zelanda"
"78","dinamica"
"79","debil"
"80","unidos"
"81","asia"
"82","emergente"
"83","da"
"84","suecia"
"85","suiza"
"86","economias"
"87","emergentes"
"88","corresponden"
"89","cuenta"
"90","crecimiento"
"91","registros"
"92","inflacion"
"93","continuado"
"94","argentina"
"95","bulgaria"
"96","filipinas"
"97","india"
"98","indonesia"
"99","israel"
"100","letonia"
"101","malasia"
"102","mexico"
"103","peru"
"104","rep"
"105","checa"
"106","corea"
"107","sur"
"108","rusia"
"109","aumentando"
"110","varios"
"111","preocupacion"
"112","generalizada"
"113","singapur"
"114","sudafrica"
"115","tailandia"
"116","taiwan"
"117","turquia"
"118","venezuela"
"119","existia"
"120","comienzos"
"121","evolucion"
"122","ido"
"123","menguando"
"124","estimacion"
"125","proyecciones"
"126","inflacion"
"127","consenso"
"128","mercado"
"129","publican"
"130","fuentes"
"131","banco"
"132","fondo"
"133","algun"
"134","rezago"
"135","aumentado"
"136","respecto"
"137","principios"
"138","monetario"
"139","internacional"
"140","oficinas"
"141","pais"
"142","indicadores"
"143","expectativas"
"144","recogen"
"145","reciente"
"146","compensacion"
"147","inflacionaria"
"148","descensos"
"149","ello"
"150","coincidido"
"151","precios"
"152","materias"
"153","primas"
"154","dejado"
"155","aumentar"
"156","fuerza"
"157","hicieron"
"158","mediados"
"159","comienzos"
"160","permanecen"
"161","niveles"
"162","elevados"
"163","acciones"
"164","politica"
"165","crecimiento"
"166","economias"
"167","desarrolladas"
"168","monetaria"
"169","adoptadas"
"170","diversos"
"171","banco"
"172","centrales"
"173","deterioro"
"174","variacion"
"175","trimestral"
"176","anualizada"
"177","percepcion"
"178","crecimiento"
"179","economias"
"180","desarrolladas"
"181","contribuido"
"182","eurozona"
"183","contener"
"184","temor"
"185","incremento"
"186","inflacion"
"187","crecimiento"
"188","mundial"
"189","actividad"
"190","mundial"
"191","sigue"
