"","x"
"1","r"
"2","t"
"3","r"
"4","aescenario"
"5","l"
"6","internacional"
"7","examina"
"8","evolucion"
"9","reciente"
"10","perspectivas"
"11","economia"
"12","mundial"
"13","proximos"
"14","describe"
"15","escenario"
"16","externo"
"17","probable"
"18","enfrentara"
"19","economia"
"20","analiza"
"21","evolucion"
"22","actividad"
"23","economica"
"24","mundial"
"25","inflacion"
"26","internacional"
"27","terminos"
"28","intercambio"
"29","condiciones"
"30","financieras"
"31","internacionales"
"32","sintesis"
"33","crecimiento"
"34","economia"
"35","mundial"
"36","menor"
"37","anticipaba"
"38","pasado"
"39","ello"
"40","traducido"
"41","proyeccion"
"42","debil"
"43","actividad"
"44","mundial"
"45","presente"
"46","contempla"
"47","revisiones"
"48","proyecciones"
"49","crecimiento"
"50","unidos"
"51","proyecto"
"52","crecimiento"
"53","debil"
"54","obstante"
"55","segunda"
"56","mitad"
"57","espera"
"58","trayectoria"
"59","gradual"
"60","recuperacion"
"61","actividad"
"62","mundial"
"63","liderada"
"64","ultimas"
"65","semanas"
"66","evolucionado"
"67","modo"
"68","favorable"
"69","varios"
"70","elementos"
"71","riesgo"
"72","acompanaban"
"73","escenario"
"74","pasado"
"75","referente"
"76","evolucion"
"77","precio"
"78","petroleo"
"79","conflicto"
"80","belico"
"81","irak"
"82","volatilidad"
"83","mercados"
"84","financieros"
"85","internacionales"
"86","condiciones"
"87","financieras"
"88","vecinos"
"89","factores"
"90","deberian"
"91","empujar"
"92","recuperacion"
"93","panorama"
"94","regional"
"95","tendido"
"96","fortalecerse"
"97","aprecia"
"98","marcada"
"99","tendencia"
"100","baja"
"101","spreads"
"102","soberanos"
"103","diversas"
"104","economias"
"105","latinoamericanas"
"106","crecimiento"
"107","mundial"
"108","crecimiento"
"109","economico"
"110","principales"
"111","socios"
"112","comerciales"
"113","proyectado"
"114","cifras"
"115","consensus"
"116","forecasts"
"117","crecimiento"
"118","mundial"
"119","muestra"
"120","banco"
"121","inversion"
"122","bajo"
"123","considerado"
"124","situandose"
"125","proyeccion"
"126","crecimiento"
"127","mundial"
"128","ponderado"
"129","paridad"
"130","poder"
"131","compra"
"132","ppc"
"133","cifras"
"134","denotan"
"135","mundial"
"136","crecimiento"
"137","mundial"
"138","esperado"
"139","inferior"
"140","mundial"
"141","decada"
"142","pasada"
"143","alcanzo"
"144","calculado"
"145","ponderador"
"146","respectivamente"
"147","espera"
"148","recuperacion"
"149","economica"
"150","consolide"
"151","crecimiento"
"152","socios"
"153","comerciales"
"154","socios"
"155","comerciales"
"156","converja"
"157","crecimiento"
"158","mundial"
"159","ponderado"
"160","socios"
"161","ppc"
"162","ambas"
"163","cifras"
"164","levemente"
"165","superiores"
"166","consideradas"
"167","comerciales"
"168","pasado"
"169","escenario"
"170","crecimiento"
"171","ponderado"
"172","participacion"
"173","pib"
"174","mundial"
"175","ppc"
"176","registrara"
"177","crecimiento"
"178","menor"
"179","esperado"
"180","crecimiento"
"181","ponderado"
"182","participacion"
"183","exportaciones"
"184","totales"
"185","estimaciones"
"186","f"
"187","proyecciones"
"188","crecimiento"
"189","mundial"
"190","ponderado"
"191","precios"
"192","paridad"
"193","poder"
"194","compra"
"195","supera"
"196","fuentes"
"197","ponderado"
"198","principales"
"199","socios"
"200","comerciales"
"201","exportaciones"
"202","consensus"
"203","forecasts"
"204","outlook"
"205","importaciones"
"206","consecuencia"
"207","diferencias"
"208","participacion"
"209","asia"
"210","consensus"
"211","forecasts"
"212","ajustado"
"213","proyecciones"
"214","muestra"
"215","banco"
"216","elevadas"
"217","crecimiento"
"218","participacion"
"219","dentro"
"220","pib"
"221","mundial"
"222","ppc"
"223","inversion"
"224","fondo"
"225","monetario"
"226","internacional"
"227","world"
"228","economic"
"229","outlook"
"230","significativamente"
"231","dentro"
"232","exportaciones"
"233","chilenas"
