"","x"
"1","escenario"
"2","internacional"
"3","analiza"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","contribucion"
"9","crecimiento"
"10","pib"
"11","mundial"
"12","proximos"
"13","describe"
"14","escenario"
"15","externo"
"16","variacion"
"17","trimestral"
"18","anualizada"
"19","relevante"
"20","considerado"
"21","probable"
"22","economia"
"23","principales"
"24","riesgo"
"25","crecimiento"
"26","mundial"
"27","panorama"
"28","actividad"
"29","mundial"
"30","debilitado"
"31","alla"
"32","previsto"
"33","escenario"
"34","ipom"
"35","efectos"
"36","crisis"
"37","financiera"
"38","traspasado"
"39","fuerza"
"40","sector"
"41","configurandose"
"42","primera"
"43","vez"
"44","decadas"
"45","escenario"
"46","actividad"
"47","mundial"
"48","caera"
"49","foco"
"50","atencion"
"51","ido"
"52","desplazando"
"53","paulatinamente"
"54","velocidad"
"55","materializara"
"56","recuperacion"
"57","mundial"
"58","dependera"
"59","distintas"
"60","medidas"
"61","fiscales"
"62","politica"
"63","monetaria"
"64","reestructuracion"
"65","bancariofinanciera"
"66","regulatorias"
"67","logren"
"68","estimular"
"69","actividad"
"70","economica"
"71","variacion"
"72","inventarios"
"73","rapidez"
"74","mejoren"
"75","expectativas"
"76","consumidores"
"77","fuentes"
"78","banco"
"79","europeo"
"80","bureau"
"81","economic"
"82","analysis"
"83","cabinet"
"84","empresas"
"85","office"
"86","cuarto"
"87","grado"
"88","sincronia"
"89","precedente"
"90","actividad"
"91","economica"
"92","contrajo"
"93","economias"
"94","desarrolladas"
"95","emergentes"
"96","significativa"
"97","caida"
"98","asocio"
"99","detencion"
"100","gasto"
"101","dado"
"102","deterioro"
"103","expectativas"
"104","hogar"
"105","empresas"
"106","estrechamiento"
"107","condiciones"
"108","financieras"
"109","volumen"
"110","comercio"
"111","internacional"
"112","experimento"
"113","drastica"
"114","reduccion"
"115","acompanado"
"116","fuerte"
"117","caida"
"118","produccion"
"119","industrial"
"120","deterioro"
"121","significativo"
"122","mercado"
"123","laboral"
"124","contraccion"
"125","consumo"
"126","economias"
"127","emergentes"
"128","aquellas"
"129","exportadoras"
"130","manufacturas"
"131","crecimiento"
"132","pib"
"133","socios"
"134","comerciales"
"135","particular"
"136","envian"
"137","partes"
"138","piezas"
"139","maquinaria"
"140","equipos"
"141","variacion"
"142","trimestral"
"143","anualizada"
"144","mercados"
"145","desarrollados"
"146","asia"
"147","visto"
"148","afectadas"
"149","aquellas"
"150","exportan"
"151","productos"
"152","intermedios"
"153","cuya"
"154","exportadora"
"155","ligada"
"156","recursos"
"157","naturales"
"158","crecimiento"
"159","mundial"
"160","cuarto"
"161","contrajo"
"162","socios"
"163","comerciales"
"164","chilenos"
"165","hizo"
"166","indicadores"
"167","economicos"
"168","mostrando"
"169","matices"
"170","gran"
"171","datos"
"172","actividad"
"173","indican"
"174","contraccion"
"175","detenido"
"176","continuo"
"177","hizo"
"178","velocidad"
"179","menor"
"180","cuarto"
"181","previo"
"182","diversos"
"183","asiaticos"
"184","exportaciones"
"185","produccion"
"186","industrial"
"187","mostrando"
"188","repunte"
"189","margen"
"190","similar"
"191","sucede"
"192","indicadores"
