"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","crecimiento"
"16","mundial"
"17","probable"
"18","principales"
"19","riesgo"
"20","variacion"
"21","prom"
"22","prom"
"23","f"
"24","f"
"25","mundo"
"26","ppc"
"27","crecimiento"
"28","mundial"
"29","mundial"
"30","tc"
"31","mercado"
"32","socios"
"33","comerciales"
"34","antecedentes"
"35","recientes"
"36","moderacion"
"37","crecimiento"
"38","unidos"
"39","economias"
"40","desarrolladas"
"41","mejor"
"42","desempeno"
"43","emergentes"
"44","desaceleraron"
"45","forma"
"46","generalizada"
"47","reduciendose"
"48","brecha"
"49","india"
"50","crecimiento"
"51","ambas"
"52","repunte"
"53","mundo"
"54","desarrollado"
"55","sustenta"
"56","resto"
"57","asia"
"58","unidos"
"59","eurozona"
"60","continua"
"61","excl"
"62","exp"
"63","prod"
"64","basicos"
"65","recesion"
"66","ajuste"
"67","panorama"
"68","crecimiento"
"69","emergentes"
"70","lleva"
"71","estimacion"
"72","revision"
"73","baja"
"74","crecimiento"
"75","socios"
"76","comerciales"
"77","f"
"78","proyeccion"
"79","definiciones"
"80","glosario"
"81","fuentes"
"82","banco"
"83","muestra"
"84","banco"
"85","unidos"
"86","crecio"
"87","trimestral"
"88","inversion"
"89","consensus"
"90","forecasts"
"91","fondo"
"92","monetario"
"93","internacional"
"94","oficinas"
"95","pais"
"96","anualizado"
"97","previo"
"98","gracias"
"99","impulso"
"100","consumo"
"101","privado"
"102","contexto"
"103","mercado"
"104","inmobiliario"
"105","recuperacion"
"106","ventas"
"107","precios"
"108","crecientes"
"109","mejor"
"110","desempeno"
"111","mercado"
"112","bursatil"
"113","creacion"
"114","empleo"
"115","confianza"
"116","consumidores"
"117","suma"
"118","impulso"
"119","inversiones"
"120","sector"
"121","energetico"
"122","redundando"
"123","menores"
"124","costos"
"125","acuerdos"
"126","legislativos"
"127","permitido"
"128","moderar"
"129","intensidad"
"130","ajuste"
"131","fiscal"
"132","permanencia"
"133","impulso"
"134","monetario"
"135","junto"
"136","progreso"
"137","desapalancamiento"
"138","hogar"
"139","contribuido"
"140","dar"
"141","dinamismo"
"142","crecimiento"
"143","pib"
"144","economias"
"145","desarrolladas"
"146","credito"
"147","destinado"
"148","hogar"
"149","inversion"
"150","sigue"
"151","rezagada"
"152","variacion"
"153","trimestral"
"154","anualizada"
"155","cuanto"
"156","empresas"
"157","cuentan"
"158","excedentes"
"159","capacidad"
"160","absorbiendo"
"161","indicadores"
"162","coyunturales"
"163","recientes"
"164","perspectivas"
"165","unidos"
"166","eurozona"
"167","contenidas"
"168","sector"
"169","industrial"
"170","economia"
"171","japonesa"
"172","expandio"
"173","fuertemente"
"174","cuarto"
"175","trimestral"
"176","anualizado"
"177","perspectivas"
"178","corto"
"179","mejorado"
"180","respondiendo"
"181","politica"
"182","fiscal"
"183","monetaria"
"184","vigente"
"185","embargo"
"186","sustentabilidad"
"187","mejora"
"188","incierta"
"189","deuda"
"190","publica"
"191","empinando"
"192","pib"
"193","inmediato"
"194","depreciacion"
"195","yen"
"196","impulsado"
"197","sector"
"198","exportador"
"199","ello"
"200","produccion"
"201","manufacturera"
"202","fomentando"
"203","expectativas"
"204","inversion"
"205","consumo"
"206","hogar"
"207","mejorado"
"208","mantiene"
"209","rezagado"
"210","respecto"
"211","resto"
"212","componentes"
"213","eurozona"
"214","contrajo"
"215","trimestral"
"216","anualizado"
"217","primera"
"218","cuarto"
"219","previo"
"220","vulnerabilidad"
"221","eurozona"
"222","persiste"
"223","banco"
"224","compleja"
"225","interaccion"
"226","elevada"
"227","deuda"
"228","publica"
"229","deficits"
"230","fiscales"
"231","indicadores"
"232","actividad"
"233","bajo"
"234","crecimiento"
"235","economico"
"236","fragil"
"237","situacion"
"238","banco"
"239","variacion"
"240","debilidad"
"241","economias"
"242","periferia"
"243","propagado"
"244","centro"
"245","produccion"
"246","industrial"
"247","ventas"
"248","minoristas"
"249","exportaciones"
"250","alemania"
"251","francia"
"252","mostraron"
"253","expansion"
"254","anuales"
"255","debajo"
"256","previsto"
"257","datos"
"258","coyunturales"
"259","expectativas"
"260","mejoras"
"261","niveles"
"262","siguen"
"263","indicando"
"264","contraccion"
"265","sectores"
"266","servicios"
"267","manufacturas"
"268","eurozona"
"269","desempleo"
"270","sigue"
"271","niveles"
"272","elevados"
"273","varias"
"274","economias"
"275","periferia"
"276","escenario"
"277","proyecta"
"278","contraccion"
"279","eurozona"
"280","expandio"
"281","cuarto"
"282","previo"
"283","crecimiento"
"284","consumo"
"285","inversion"
"286","mostro"
"287","moderacion"
"288","primera"
"289","inversion"
"290","manufacturera"
"291","sigue"
"292","contenida"
"293","exceso"
"294","nuevo"
"295","chino"
"296","ocurre"
"297","capacidad"
"298","sectores"
"299","produccion"
"300","industrial"
"301","modero"
"302","limita"
"303","disponibilidad"
"304","cifras"
"305","casos"
"306","encuestas"
"307","revelan"
"308","expectativas"
"309","reversion"
"310","proximos"
"311","cifras"
"312","disponibles"
"313","ambos"
"314","consideran"
"315","variaciones"
"316","anuales"
"317","agregado"
"318","enerofebrero"
"319","inversion"
"320","infraestructura"
"321","bienes"
"322","raices"
"323","principal"
"324","soporte"
"325","crecimiento"
"326","apoyada"
"327","ventas"
"328","precios"
"329","propiedades"
"330","residenciales"
"331","mantienen"
"332","alto"
"333","dinamismo"
"334","escenario"
"335","tasa"
"336","expansion"
"337","cercana"
"338","crecimiento"
"339","pib"
"340","regiones"
"341","variacion"
"342","tasa"
"343","menor"
"344","desempeno"
"345","refleja"
"346","animo"
"347","gobierno"
"348","tolerar"
"349","menor"
"350","crecimiento"
"351","lograr"
"352","estructura"
"353","mejor"
"354","balanceada"
"355","asia"
"356","emergente"
"357","socios"
"358","comerciales"
"359","emergentes"
"360","demanda"
"361","resolver"
"362","desequilibrios"
"363","sistema"
"364","financiero"
"365","exp"
"366","productos"
"367","basicos"
"368","hecho"
"369","gobierno"
"370","enviado"
"371","senales"
"372","revelan"
"373","intencion"
"374","suscitar"
"375","ajustes"
"376","sanear"
"377","sistema"
"378","financiero"
"379","fragil"
"380","credito"
"381","interno"
