"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","crecimiento"
"16","mundial"
"17","probable"
"18","principales"
"19","riesgo"
"20","variacion"
"21","prom"
"22","prom"
"23","escenario"
"24","externo"
"25","sigue"
"26","mayormente"
"27","determinado"
"28","inminente"
"29","ajuste"
"30","f"
"31","f"
"32","f"
"33","tasa"
"34","referencial"
"35","fed"
"36","cambios"
"37","perspectivas"
"38","acerca"
"39","inicio"
"40","mundo"
"41","ppc"
"42","mundo"
"43","tc"
"44","mercado"
"45","proceso"
"46","dinamica"
"47","afectado"
"48","condiciones"
"49","financieras"
"50","socios"
"51","comerciales"
"52","internacionales"
"53","imponen"
"54","grado"
"55","incertidumbre"
"56","desarrollo"
"57","unidos"
"58","futuro"
"59","dolar"
"60","continuo"
"61","apreciandose"
"62","ipom"
"63","apoyado"
"64","eurozona"
"65","consolidacion"
"66","fortaleza"
"67","relativa"
"68","proyecciones"
"69","crecimiento"
"70","mundial"
"71","continuan"
"72","apuntando"
"73","recuperacion"
"74","bienio"
"75","india"
"76","resto"
"77","asia"
"78","acotada"
"79","estimada"
"80","excl"
"81","exp"
"82","prod"
"83","basicos"
"84","precios"
"85","materias"
"86","primas"
"87","general"
"88","disminuyeron"
"89","ipom"
"90","estimacion"
"91","f"
"92","proyeccion"
"93","previo"
"94","alla"
"95","factores"
"96","oferta"
"97","demanda"
"98","definiciones"
"99","glosario"
"100","mercado"
"101","elemento"
"102","comun"
"103","apreciacion"
"104","dolar"
"105","fortaleza"
"106","fuentes"
"107","banco"
"108","muestra"
"109","banco"
"110","sostendra"
"111","proximo"
"112","ad"
"113","portas"
"114","inicio"
"115","inversion"
"116","consensus"
"117","forecasts"
"118","fondo"
"119","monetario"
"120","internacional"
"121","contribuira"
"122","precios"
"123","sigan"
"124","niveles"
"125","bajos"
"126","corto"
"127","precio"
"128","oficinas"
"129","pais"
"130","cobre"
"131","importantes"
"132","vaivenes"
"133","cayo"
"134","menos"
"135","comparado"
"136","transandose"
"137","libra"
"138","mirando"
"139","adelante"
"140","fundamentos"
"141","precio"
"142","mixtos"
"143","lado"
"144","perspectivas"
"145","expansion"
"146","moderado"
"147","acumulacion"
"148","materias"
"149","primas"
"150","inventarios"
"151","bolsa"
"152","alta"
"153","preve"
"154","balance"
"155","mercado"
"156","estrecho"
"157","escenario"
"158","precio"
"159","cobre"
"160","promediara"
"161","libra"
"162","cobre"
"163","petroleo"
"164","wti"
"165","petroleo"
"166","brent"
"167","petroleo"
"168","vaivenes"
"169","sigue"
"170","bajo"
"171","perspectiva"
"172","largo"
"173","wti"
"174","llego"
"175","minimos"
"176","seis"
"177","barril"
"178","sucesivas"
"179","sorpresas"
"180","positivas"
"181","inventarios"
"182","dado"
"183","produccion"
"184","persistido"
"185","dinamica"
"186","pese"
"187","plataformas"
"188","petroleras"
"189","llevaron"
"190","acumulara"
"191","descenso"
"192","escenario"
"193","reduce"
"194","precio"
"195","proyectado"
"196","contraste"
"197","gasolina"
"198","subio"
"199","cerca"
"200","principal"
"201","problemas"
"202","refinerias"
"203","cuanto"
"204","actividad"
"205","sigue"
"206","mostrando"
"207","desempeno"
"208","favorable"
"209","datos"
"210","conocidos"
"211","tiempo"
"212","menos"
"213","auspiciosos"
"214","esperado"
"215","sugiere"
"216","dinamismo"
"217","acotado"
"218","cuarto"
"219","consumo"
"220","personal"
"221","continua"
"222","principal"
"223","motor"
"224","apoyado"
"225","mejora"
"226","mercado"
"227","laboral"
"228","ingreso"
"229","disponible"
"230","hogar"
"231","fomentado"
"232","ahorro"
"233","banco"
"234","confianza"
"235","consumidores"
"236","desocupacion"
"237","cayo"
"238","formacion"
"239","bruta"
"240","capital"
"241","fijo"
"242","creacion"
"243","empleo"
"244","persistio"
"245","dinamica"
"246","junto"
"247","bajo"
"248","costo"
"249","pib"
"250","credito"
"251","hipotecarios"
"252","favorecido"
"253","mercado"
"254","inmobiliario"
"255","inversion"
"256","avance"
"257","moderado"
"258","formacion"
"259","bruta"
"260","capital"
"261","fijo"
"262","hace"
"263","seis"
"264","sobrepasa"
"265","pib"
"266","pese"
"267","historicamente"
"268","bajo"
"269","interes"
"270","significativo"
"271","impulso"
"272","monetario"
"273","economia"
"274","comercio"
"275","exterior"
"276","empeoro"
"277","fortaleza"
"278","dolar"
"279","acotada"
"280","demanda"
"281","externa"
"282","cuanto"
"283","inflacion"
"284","variacion"
"285","ipc"
"286","nula"
"287","expectativas"
"288","mercado"
"289","subido"
"290","luz"
"291","favorables"
"292","cifras"
"293","economicas"
"294","particular"
"295","mercado"
"296","laboral"
"297","fed"
"298","apronta"
"299","comenzar"
"300","normalizacion"
"301","tasa"
"302","referencial"
"303","mayoria"
"304","agentes"
"305","sigue"
"306","esperando"
"307","organizacion"
"308","cooperacion"
"309","desarrollo"
"310","economico"
"311","inicio"
"312","segunda"
"313","mitad"
"314","tras"
"315","conocerse"
"316","comunicado"
"317","ultima"
"318","reunion"
"319","redujo"
"320","diferencia"
"321","sugerido"
"322","fed"
"323","mercado"
"324","respecto"
"325","velocidad"
"326","ajuste"
"327","expectativas"
"328","inflacion"
"329","variacion"
"330","disminuido"
"331","reciente"
"332","divergencia"
"333","senalada"
"334","eurozona"
"335","ritmo"
"336","normalizacion"
"337","gatillar"
"338","correcciones"
"339","abruptas"
"340","mercados"
"341","financieros"
"342","particular"
"343","incremento"
"344","presionar"
"345","rendimientos"
"346","mediano"
"347","corto"
"348","impacto"
"349","largo"
"350","globalmente"
"351","minimos"
"352","historicos"
"353","incierto"
"354","discutible"
"355","cuanto"
"356","bajo"
"357","responde"
"358","compresion"
"359","premios"
"360","cuanto"
"361","factor"
"362","estructural"
"363","ligado"
"364","largo"
"365","menor"
"366","dichas"
"367","todas"
"368","formas"
"369","evidente"
"370","aumento"
"371","significativo"
"372","largo"
"373","afectaria"
"374","costos"
"375","financiamiento"
"376","resto"
"377","economias"
"378","especialmente"
"379","emergentes"
"380","causaria"
"381","apreciacion"
"382","dolar"
"383","observada"
"384","corresponde"
"385","compensacion"
"386","inflacionaria"
"387","eurozona"
"388","expectativas"
"389","extraen"
