"","x"
"1","cambios"
"2","escenario"
"3","macroeconomico"
"4","cambios"
"5","escenario"
"6","macroeconomico"
"7","cambios"
"8","escenario"
"9","macroeconomico"
"10","crecimiento"
"11","anualizado"
"12","orden"
"13","llevando"
"14","holguras"
"15","politica"
"16","monetaria"
"17","ipom"
"18","capacidad"
"19","cerca"
"20","punto"
"21","porcentual"
"22","reducidas"
"23","terremoto"
"24","maremoto"
"25","previamente"
"26","estimado"
"27","consecuencias"
"28","actividad"
"29","inflacion"
"30","efectos"
"31","antecedente"
"32","solo"
"33","provoca"
"34","reevaluacion"
"35","evaluar"
"36","conduccion"
"37","futura"
"38","politica"
"39","monetaria"
"40","util"
"41","presiones"
"42","inflacionarias"
"43","internas"
"44","determina"
"45","poder"
"46","contar"
"47","escenario"
"48","macroeconomico"
"49","contrafactual"
"50","convergencia"
"51","inflacion"
"52","meta"
"53","rapida"
"54","decir"
"55","intente"
"56","aislar"
"57","efectos"
"58","catastrofe"
"59","previsto"
"60","ipom"
"61","consejo"
"62","estimo"
"63","pib"
"64","caeria"
"65","indico"
"66","pib"
"67","componentes"
"68","demanda"
"69","actividad"
"70","creceria"
"71","tasa"
"72","variacion"
"73","inflacion"
"74","ipc"
"75","ubico"
"76","cifras"
"77","negativas"
"78","gran"
"79","consejo"
"80","ipom"
"81","ccnn"
"82","ipom"
"83","ccnn"
"84","ipom"
"85","ccnn"
"86","proyecto"
"87","retornaria"
"88","cifras"
"89","positivas"
"90","escenario"
"91","consideraba"
"92","recuperacion"
"93","pib"
"94","demanda"
"95","interna"
"96","actividad"
"97","demanda"
"98","observaba"
"99","mediados"
"100","demanda"
"101","interna"
"102","proseguiria"
"103","obstante"
"104","holguras"
"105","variacion"
"106","existencias"
"107","formacion"
"108","bruta"
"109","capital"
"110","fijo"
"111","capacidad"
"112","presentes"
"113","cerrarian"
"114","completamente"
"115","consumo"
"116","exportaciones"
"117","bienes"
"118","servicios"
"119","horizonte"
"120","proyeccion"
"121","relevante"
"122","asimismo"
"123","consejo"
"124","importaciones"
"125","bienes"
"126","servicios"
"127","reitero"
"128","mantendria"
"129","tpm"
"130","minimo"
"131","menos"
"132","banco"
"133","acumulada"
"134","ipom"
"135","apunta"
"136","general"
"137","tendencia"
"138","producto"
"139","interno"
"140","bruto"
"141","recuperacion"
"142","actividad"
"143","demanda"
"144","interna"
"145","entonces"
"146","variacion"
"147","trimestral"
"148","anualizada"
"149","prevista"
"150","solo"
"151","materializo"
"152","sino"
"153","hizo"
"154","ipom"
"155","velocidad"
"156","esperada"
"157","acuerdo"
"158","cuentas"
"159","nacionales"
"160","publicado"
"161","pib"
"162","cayo"
"163","menos"
"164","previsto"
"165","cuarto"
"166","hecho"
"167","aumento"
"168","cifras"
"169","mostraron"
"170","recuperacion"
"171","rapida"
"172","sectores"
"173","mayormente"
"174","ligados"
"175","demanda"
"176","interna"
"177","particular"
"178","industria"
"179","comercio"
"180","demanda"
"181","interna"
"182","redujo"
"183","cifra"
"184","compara"
"185","descenso"
"186","proyectado"
"187","datos"
"188","destacaron"
"189","evolucion"
"190","consumo"
"191","inversion"
"192","maquinaria"
"193","equipos"
"194","vez"
"195","existencias"
"196","conjunto"
"197","cuarto"
"198","corresponde"
"199","proyeccion"
"200","incluida"
"201","escenario"
"202","corresponde"
"203","cuentas"
"204","nacionales"
"205","publicado"
"206","desacumulacion"
"207","menor"
"208","estimada"
"209","previamente"
"210","correccion"
"211","cifras"
"212","periodos"
"213","banco"
"214","anteriores"
"215","cerro"
"216","politica"
"217","monetaria"
"218","datos"
"219","previos"
"220","terremoto"
"221","sugerian"
"222","ejercicio"
"223","contrafactual"
"224","proyecciones"
"225","considere"
"226","solo"
"227","dinamismo"
"228","actividad"
"229","demanda"
"230","interna"
"231","desarrollos"
"232","arroja"
"233","entonces"
"234","prolongando"
"235","indicadores"
"236","ventas"
"237","mostraban"
"238","resultado"
"239","escenario"
"240","crecimiento"
"241","actividad"
"242","tendencia"
"243","sumaban"
"244","expectativas"
"245","previsto"
"246","empresasriales"
"247","consumidores"
"248","niveles"
"249","optimistas"
"250","velocidad"
"251","retorno"
"252","inflacion"
"253","meta"
"254","mercado"
"255","laboral"
"256","mostraba"
"257","recuperacion"
"258","estimar"
"259","correccion"
"260","rango"
"261","crecimiento"
"262","incremento"
"263","empleo"
"264","recomposicion"
"265","actividad"
"266","orden"
"267","punto"
"268","ocupacion"
"269","suma"
"270","antecedentes"
"271","resultado"
"272","porcentual"
"273","holguras"
"274","capacidad"
"275","alla"
"276","importante"
"277","fuerte"
"278","impulso"
"279","provisto"
"280","partian"
"281","menor"
"282","previsto"
"283","politica"
"284","monetaria"
"285","afianzaban"
"286","senda"
"287","actividad"
"288","rapido"
"289","consecuentes"
"290","efectos"
"291","inflacion"
"292","superior"
"293","estimada"
"294","hecho"
"295","inflacion"
"296","resultados"
"297","encuesta"
"298","expectativas"
"299","economicas"
"300","corrigieron"
"301","crecimiento"
"302","pib"
"303","mediano"
"304","suma"
"305","cambios"
"306","dibujaria"
"307","estimaban"
"308","escenario"
"309","inflacion"
"310","aceleraria"
"311","curso"
"312","probablemente"
"313","aproximaria"
"314","expansion"
"315","rapida"
"316","actividad"
"317","demanda"
"318","arriba"
"319","meta"
"320","horizonte"
"321","reduccion"
"322","holguras"
"323","capacidad"
"324","duda"
"325","mayores"
"326","perspectivas"
"327","inflacion"
"328","inmediato"
"329","respuesta"
"330","politica"
"331","monetaria"
"332","hipotetico"
"333","escenario"
"334","inflacion"
"335","mostrado"
"336","aumento"
"337","superior"
"338","inequivoca"
"339","ritmo"
"340","normalizacion"
"341","politica"
"342","previsto"
"343","volviendo"
"344","cifras"
"345","anuales"
"346","positivas"
"347","monetaria"
"348","acelerado"
"349","contemplado"
"350","proyectado"
"351","diferencia"
"352","provino"
"353","ipom"
"354","probable"
"355","convergencia"
"356","efecto"
"357","cambios"
"358","metodologicos"
"359","introducidos"
"360","inflacion"
