"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","considerado"
"16","probable"
"17","principales"
"18","riesgo"
"19","seguido"
"20","asentandose"
"21","mejores"
"22","perspectivas"
"23","escenario"
"24","externo"
"25","cifras"
"26","actividad"
"27","reaempresasn"
"28","panorama"
"29","actividad"
"30","exportaciones"
"31","produccion"
"32","indus"
"33","crecimiento"
"34","respecto"
"35","previos"
"36","buen"
"37","desempeno"
"38","trial"
"39","perspectivas"
"40","manufactureras"
"41","economias"
"42","desarrolladas"
"43","resultados"
"44","superiores"
"45","previstos"
"46","ind"
"47","difusion"
"48","pivote"
"49","variacion"
"50","emergentes"
"51","impulsado"
"52","mejoria"
"53","actividad"
"54","industrial"
"55","perspectivas"
"56","manufactureras"
"57","exportaciones"
"58","reales"
"59","llevado"
"60","comercio"
"61","mundial"
"62","manifestado"
"63","prod"
"64","industrial"
"65","mejores"
"66","perspectivas"
"67","sector"
"68","manufacturero"
"69","pese"
"70","ello"
"71","inflacion"
"72","mantenido"
"73","acotada"
"74","gran"
"75","desarrollados"
"76","condiciones"
"77","financieras"
"78","globales"
"79","permanecen"
"80","favorables"
"81","ayudadas"
"82","banco"
"83","centrales"
"84","economias"
"85","desarrolladas"
"86","continuado"
"87","manejando"
"88","especial"
"89","cuidado"
"90","gradualidad"
"91","retiro"
"92","elevados"
"93","estimulos"
"94","monetarios"
"95","ello"
"96","ayudado"
"97","interes"
"98","premios"
"99","riesgo"
"100","sigan"
"101","bajos"
"102","perspectiva"
"103","historica"
"104","impulsado"
"105","precios"
"106","activos"
"107","mundial"
"108","propiciado"
"109","entrada"
"110","capitales"
"111","mundo"
"112","emergente"
"113","destaca"
"114","nueva"
"115","mejora"
"116","terminos"
"117","intercambio"
"118","precio"
"119","cobre"
"120","sostenido"
"121","niveles"
"122","mayores"
"123","previstos"
"124","bajo"
"125","indica"
"126","expansion"
"127","contraccion"
"128","compensa"
"129","reciente"
"130","petroleo"
"131","continuan"
"132","fuentes"
"133","cpb"
"134","world"
"135","trade"
"136","monitor"
"137","existiendo"
"138","riesgo"
"139","similar"
"140","relevancia"
"141","ambos"
"142","sentidos"
"143","escenario"
"144","ipom"
"145","crecimiento"
"146","mundial"
"147","proximos"
"148","corrige"
"149","respecto"
"150","contemplado"
"151","economias"
"152","desarrolladas"
"153","actividad"
"154","economica"
"155","siguio"
"156","consolidandose"
"157","mano"
"158","crecimiento"
"159","mundial"
"160","mejoras"
"161","sector"
"162","manufacturero"
"163","evolucion"
"164","favorable"
"165","variacion"
"166","fundamentos"
"167","mercado"
"168","laboral"
"169","indicadores"
"170","expectativas"
"171","prom"
"172","prom"
"173","apuntan"
"174","tendencias"
"175","mantendran"
"176","proximo"
"177","f"
"178","f"
"179","f"
"180","tasa"
"181","crecimiento"
"182","mostro"
"183","grandes"
"184","cambios"
"185","componentes"
"186","mundo"
"187","ppc"
"188","mundial"
"189","tc"
"190","mercado"
"191","vieron"
"192","impulsados"
"193","tras"
"194","paso"
"195","huracanes"
"196","reposicion"
"197","socios"
"198","comerciales"
"199","existencias"
"200","gasto"
"201","bienes"
"202","durables"
"203","medio"
"204","fundamentos"
"205","unidos"
"206","eurozona"
"207","consumo"
"208","permanecen"
"209","favorables"
"210","indicadores"
"211","asociados"
"212","inversion"
"213","apuntan"
"214","mantendria"
"215","dinamismo"
"216","alla"
"217","distorsion"
"218","india"
"219","lectura"
"220","produjeron"
"221","mencionados"
"222","factores"
"223","climaticos"
"224","eurozona"
"225","resto"
"226","asia"
"227","excl"
"228","actividad"
"229","siguio"
"230","dinamica"
"231","crecimiento"
"232","transversal"
"233","exp"
"234","prod"
"235","basicos"
"236","brechas"
"237","capacidad"
"238","desempleo"
"239","ido"
"240","reduciendo"
"241","definiciones"
"242","glosario"
"243","persisten"
"244","diferencias"
"245","economias"
"246","pib"
"247","f"
"248","proyeccion"
"249","mantuvo"
"250","desempeno"
"251","similar"
"252","previo"
"253","explicado"
"254","fuentes"
"255","banco"
"256","muestra"
"257","banco"
"258","exportaciones"
"259","netas"
"260","inversion"
"261","consensus"
"262","forecasts"
"263","fmi"
"264","oficinas"
"265","pais"
"266","banco"
"267","mayoria"
"268","economias"
"269","desarrolladas"
"270","inflacion"
"271","mantenido"
"272","inflacion"
"273","precios"
"274","consumidor"
"275","contenida"
"276","cifras"
"277","recientes"
"278","reflejado"
"279","parcialmente"
"280","variacion"
"281","mayores"
"282","precios"
"283","energias"
"284","respondido"
"285","mejores"
"286","subyacente"
"287","resultados"
"288","materia"
"289","actividad"
"290","indicadores"
"291","laborales"
"292","medidas"
"293","pce"
"294","eurozona"
"295","subyacentes"
"296","permanecen"
"297","acotadas"
"298","ello"
"299","contrasta"
"300","repunte"
"301","indices"
"302","precios"
"303","productores"
"304","razon"
"305","mencionado"
"306","aumento"
"307","costo"
"308","energia"
"309","comportamiento"
"310","opuesto"
"311","muestra"
"312","inflacion"
"313","mantenido"
"314","alta"
"315","efectos"
"316","depreciacion"
"317","libra"
"318","tras"
"319","referendum"
"320","brexit"
"321","perspectivas"
"322","mercado"
"323","continuan"
"324","adelantando"
"325","inflacion"
"326","ubicara"
"327","europa"
"328","mantendra"
"329","acotada"
"330","cuanto"
"331","politica"
"332","monetaria"
"333","banco"
"334","centrales"
"335","desarrollados"
"336","excluye"
"337","efecto"
"338","iva"
"339","continuado"
"340","manejando"
"341","especial"
"342","cuidado"
"343","gradualidad"
"344","retiro"
"345","altos"
"346","estimulos"
"347","monetarios"
"348","reflejado"
"349","interes"
"350","reserva"
"351","federal"
"352","fed"
"353","comenzo"
"354","reduccion"
"355","balance"
"356","mercado"
"357","espera"
"358","concrete"
"359","nuevo"
"360","aumento"
"361","tasa"
"362","fondos"
"363","federales"
"364","adelante"
"365","precios"
"366","inflacion"
"367","precios"
"368","productor"
"369","variacion"
"370","mercado"
"371","siguen"
"372","mostrando"
"373","diferencias"
"374","trayectoria"
"375","planteada"
"376","fomc"
"377","banco"
"378","europeo"
"379","indico"
"380","reducira"
"381","ritmo"
"382","compra"
"383","eurozona"
"384","activos"
"385","inicios"
"386","anunciado"
