"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","crecimiento"
"16","pib"
"17","regiones"
"18","probable"
"19","principales"
"20","riesgo"
"21","variacion"
"22","desarrolladas"
"23","emergentes"
"24","crecimiento"
"25","mundial"
"26","panorama"
"27","actividad"
"28","internacional"
"29","mediano"
"30","muestra"
"31","mayores"
"32","cambios"
"33","respecto"
"34","pasado"
"35","continua"
"36","apuntando"
"37","recuperacion"
"38","crecimiento"
"39","socios"
"40","comerciales"
"41","escenario"
"42","mejor"
"43","desempeno"
"44","mundo"
"45","desarrollado"
"46","mano"
"47","repunte"
"48","gradual"
"49","eurozona"
"50","cambio"
"51","mundo"
"52","emergente"
"53","vislumbra"
"54","desaceleracion"
"55","generalizada"
"56","esperandose"
"57","mayoria"
"58","economias"
"59","crecimiento"
"60","inferior"
"61","corresponden"
"62","proyecciones"
"63","mejor"
"64","desempeno"
"65","mundo"
"66","desarrollado"
"67","lleva"
"68","revision"
"69","marginal"
"70","crecimiento"
"71","socios"
"72","comerciales"
"73","eurozona"
"74","suiza"
"75","canada"
"76","decima"
"77","respectivamente"
"78","mexico"
"79","argentina"
"80","ecuador"
"81","peru"
"82","venezuela"
"83","bolivia"
"84","rep"
"85","corea"
"86","taiwan"
"87","banco"
"88","divergencia"
"89","evolucion"
"90","proyecciones"
"91","crecimiento"
"92","desarrollados"
"93","emergentes"
"94","constituye"
"95","riesgo"
"96","escenario"
"97","internacional"
"98","lado"
"99","posible"
"100","recuperacion"
"101","intensa"
"102","efectos"
"103","contrapuestos"
"104","corto"
"105","mediano"
"106","inmediato"
"107","negativos"
"108","induciendo"
"109","nuevos"
"110","episodios"
"111","volatilidad"
"112","aumento"
"113","anticipado"
"114","interes"
"115","efectos"
"116","positivos"
"117","demanda"
"118","externa"
"119","crecimiento"
"120","mundial"
"121","precios"
"122","materias"
"123","primas"
"124","lado"
"125","posible"
"126","panorama"
"127","mundo"
"128","variacion"
"129","emergente"
"130","deteriore"
"131","dudas"
"132","fragilidad"
"133","sistema"
"134","financiero"
"135","prom"
"136","prom"
"137","chino"
"138","acrecentado"
"139","visto"
"140","percepcion"
"141","riesgo"
"142","mundo"
"143","f"
"144","f"
"145","f"
"146","mundo"
"147","ppc"
"148","emergente"
"149","deterioro"
"150","acarrear"
"151","efectos"
"152","mundial"
"153","tc"
"154","mercado"
"155","orden"
"156","emergentes"
"157","canales"
"158","financieros"
"159","reales"
"160","menores"
"161","socios"
"162","comerciales"
"163","precios"
"164","materias"
"165","primas"
"166","vulnerabilidades"
"167","acumuladas"
"168","unidos"
"169","emergentes"
"170","podrian"
"171","provocar"
"172","nuevos"
"173","episodios"
"174","volatilidad"
"175","adicionalmente"
"176","eurozona"
"177","riesgo"
"178","eurozona"
"179","tensiones"
"180","geopoliticas"
"181","ucrania"
"182","india"
"183","resto"
"184","asia"
"185","cuarto"
"186","unidos"
"187","crecio"
"188","trimestral"
"189","anualizado"
"190","excl"
"191","exp"
"192","prod"
"193","basicos"
"194","destacando"
"195","aporte"
"196","consumo"
"197","personal"
"198","exportaciones"
"199","netas"
"200","estimacion"
"201","crecimiento"
"202","alcanzo"
"203","f"
"204","proyeccion"
"205","perspectivas"
"206","recuperacion"
"207","basan"
"208","menor"
"209","incidencia"
"210","ajuste"
"211","definiciones"
"212","glosario"
"213","fiscal"
"214","repunte"
"215","inversion"
"216","indicadores"
"217","cuarto"
"218","fuentes"
"219","banco"
"220","muestra"
"221","banco"
"222","mixtos"
"223","adversas"
"224","condiciones"
"225","climaticas"
"226","tiempo"
"227","podrian"
"228","inversion"
"229","consensus"
"230","forecasts"
"231","fondo"
"232","monetario"
"233","internacional"
"234","oficinas"
"235","pais"
"236","haber"
"237","afectado"
"238","negativamente"
"239","lado"
"240","antecedentes"
"241","creacion"
"242","empleo"
"243","ingreso"
"244","personal"
"245","ventas"
"246","minoristas"
"247","mayores"
"248","esperado"
"249","mercado"
"250","tiempo"
"251","elevaron"
"252","expectativas"
"253","manufactureras"
"254","resuelto"
"255","menos"
"256","parcialmente"
"257","discusiones"
"258","materia"
"259","fiscal"
"260","banco"
"261","eurozona"
"262","consolidando"
"263","salida"
"264","gradual"
"265","recesion"
"266","creciendo"
"267","crecimiento"
"268","pib"
"269","eurozona"
"270","consecutivo"
"271","anualizado"
"272","cuarto"
"273","variacion"
"274","trimestral"
"275","anualizada"
"276","alemania"
"277","sigue"
"278","contribuyendo"
"279","manera"
"280","importante"
"281","alemania"
"282","core"
"283","resto"
"284","perifericos"
"285","resultado"
"286","mayoria"
"287","miembros"
"288","mostrando"
"289","alguna"
"290","mejora"
"291","incluso"
"292","economias"
"293","perifericas"
"294","afectadas"
"295","embargo"
"296","tasa"
"297","desempleo"
"298","continua"
"299","alta"
"300","riesgo"
"301","apalancamiento"
"302","publico"
"303","privado"
"304","disminuido"
"305","siguen"
"306","presentes"
"307","reciente"
"308","visto"
"309","progresos"
"310","voluntad"
"311","autoridades"
"312","avanzar"
"313","planes"
"314","union"
"315","bancaria"
"316","proyecta"
"317","crecimiento"
"318","decimas"
"319","respecto"
"320","proyeccion"
"321","actividad"
"322","cuarto"
"323","expandio"
"324","anualizado"
"325","debajo"
"326","esperado"
"327","mercado"
"328","influyo"
"329","marcada"
"330","reduccion"
"331","inversion"
"332","publica"
"333","relaciona"
"334","banco"
"335","intencion"
"336","gobierno"
"337","nipon"
"338","reducir"
"339","elevada"
"340","deuda"
"341","publica"
"342","proposito"
"343","proximo"
"344","programado"
"345","aumento"
"346","impuesto"
"347","consumo"
"348","tras"
"349","caida"
"350","confianza"
"351","consumidores"
"352","compensado"
"353","ciertas"
"354","mejoras"
"355","mercado"
"356","laboral"
"357","tasa"
"358","interes"
"359","interbancaria"
"360","reduccion"
"361","tasa"
"362","desempleo"
"363","indicadores"
"364","parciales"
"365","cuarto"
"366","ventas"
"367","minoristas"
"368","produccion"
"369","industrial"
"370","superado"
"371","expectativas"
"372","vez"
"373","tasa"
"374","interes"
"375","interbancaria"
"376","prom"
"377","expectativas"
"378","manufactureras"
"379","moderado"
"380","permanecen"
"381","niveles"
"382","elevados"
