"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","probable"
"16","volatilidad"
"17","mercados"
"18","bursatiles"
"19","principales"
"20","riesgo"
"21","mercados"
"22","emergentes"
"23","mercados"
"24","financieros"
"25","internacionales"
"26","eurozona"
"27","mercados"
"28","financieros"
"29","internacionales"
"30","vuelto"
"31","tensionarse"
"32","escenario"
"33","ipom"
"34","consideraba"
"35","ocurrencia"
"36","fricciones"
"37","temporales"
"38","acotadas"
"39","embargo"
"40","materializado"
"41","riesgo"
"42","resurgido"
"43","entonces"
"44","consideraron"
"45","probables"
"46","posibilidad"
"47","desenlace"
"48","desordenado"
"49","crisis"
"50","europea"
"51","nuevamente"
"52","discusion"
"53","deterioro"
"54","situacion"
"55","economica"
"56","financiera"
"57","espana"
"58","aumentado"
"59","crece"
"60","amenaza"
"61","extienda"
"62","economias"
"63","tamano"
"64","importante"
"65","italia"
"66","situacion"
"67","politica"
"68","varios"
"69","tomado"
"70","cariz"
"71","corresponde"
"72","vix"
"73","vstoxx"
"74","vez"
"75","menos"
"76","favorable"
"77","planes"
"78","austeridad"
"79","fiscal"
"80","tal"
"81","originalmente"
"82","eurozona"
"83","estimacion"
"84","volatilidad"
"85","historica"
"86","acordados"
"87","especial"
"88","elevadas"
"89","desempleo"
"90","debilidad"
"91","msci"
"92","mercados"
"93","emergentes"
"94","denominado"
"95","cifras"
"96","macroeconomicas"
"97","general"
"98","definicion"
"99","glosario"
"100","fuentes"
"101","banco"
"102","reaparicion"
"103","escenarios"
"104","adversos"
"105","ejemplificado"
"106","posibilidad"
"107","salida"
"108","grecia"
"109","consecuencias"
"110","economias"
"111","darse"
"112","efectos"
"113","evento"
"114","permanezcan"
"115","contenidos"
"116","limitados"
"117","economia"
"118","griega"
"119","embargo"
"120","preocupacion"
"121","economias"
"122","interes"
"123","bonos"
"124","nominales"
"125","gobierno"
"126","grandes"
"127","puedan"
"128","verse"
"129","contagiadas"
"130","haria"
"131","dificil"
"132","solucion"
"133","crisis"
"134","consecuencias"
"135","severas"
"136","resto"
"137","mundo"
"138","suiza"
"139","suiza"
"140","alemania"
"141","alemania"
"142","situacion"
"143","economica"
"144","financiera"
"145","espana"
"146","continuado"
"147","deteriorandose"
"148","preocupacion"
"149","economia"
"150","relaciona"
"151","complicado"
"152","circulo"
"153","vicioso"
"154","encuentra"
"155","contraccion"
"156","actividad"
"157","reduce"
"158","ingresos"
"159","tributarios"
"160","dificultando"
"161","cumplimiento"
"162","metas"
"163","deficit"
"164","fiscal"
"165","debilita"
"166","calidad"
"167","activos"
"168","bancario"
"169","prima"
"170","riesgo"
"171","subio"
"172","niveles"
"173","historicos"
"174","pese"
"175","anuncio"
"176","capitalizacion"
"177","banco"
"178","asimismo"
"179","sigue"
"180","presente"
"181","duda"
"182","requeriran"
"183","apoyo"
"184","similar"
"185","espana"
"186","italia"
"187","calendarios"
"188","vencimientos"
"189","deuda"
"190","soberana"
"191","importantes"
"192","primas"
"193","riesgo"
"194","ambas"
"195","mostrado"
"196","alto"
"197","grado"
"198","acoplamiento"
"199","pone"
"200","manifiesto"
"201","riesgo"
"202","contagio"
"203","menor"
"204","medida"
"205","francia"
"206","mostrado"
"207","interconexion"
"208","relacionarse"
"209","hecho"
"210","principales"
"211","tenedores"
"212","deuda"
"213","soberana"
"214","espana"
"215","italia"
"216","precisamente"
"217","banco"
"218","franceses"
"219","banco"
"220","mayores"
"221","tensiones"
"222","eurozona"
"223","acompanadas"
"224","menor"
"225","bolsas"
"226","mundiales"
"227","crecimiento"
"228","mundial"
"229","acrecentado"
"230","temores"
"231","mercado"
"232","reimpulsado"
"233","preferencia"
"234","activos"
"235","considerados"
"236","seguros"
"237","varios"
"238","indicadores"
"239","asia"
"240","emergente"
"241","financieros"
"242","aproximan"
"243","europa"
"244","emergente"
"245","mercados"
"246","desarrollados"
"247","primas"
"248","riesgo"
"249","eurozona"
"250","bolsas"
"251","volatilidad"
"252","subido"
"253","comparacion"
"254","alcanzado"
"255","maximos"
"256","tampoco"
"257","mayores"
"258","tensiones"
"259","liquidez"
"260","mercados"
"261","monetarios"
"262","dolar"
"263","calidad"
"264","moneda"
"265","refugio"
"266","apreciado"
"267","manera"
"268","generalizada"
"269","mercados"
"270","internacionales"
"271","cerca"
"272","comparacion"
"273","ipom"
"274","asimismo"
"275","reflejo"
"276","aversion"
"277","riesgo"
"278","interes"
"279","bonos"
"280","gobierno"
"281","unidos"
"282","alemania"
"283","alcanzado"
"284","minimos"
"285","historicos"
"286","principios"
"287","tasa"
"288","interes"
"289","nominal"
"290","bonos"
"291","gobierno"
"292","diez"
"293","unidos"
"294","llego"
"295","alemania"
"296","incluso"
"297","interes"
"298","corresponde"
"299","indices"
"300","msci"
"301","moneda"
"302","papeles"
"303","nominales"
"304","gobiernos"
"305","aleman"
"306","suizo"
"307","registraron"
"308","negativos"
"309","recientemente"
"310","general"
"311","traspaso"
"312","situacion"
"313","mercados"
"314","financieros"
"315","emergentes"
"316","ocurrido"
"317","caidas"
"318","bolsas"
"319","salidas"
"320","flujos"
"321","capitales"
"322","primas"
"323","riesgo"
"324","soberanas"
"325","corporativas"
"326","marcadas"
"327","saldo"
"328","cuenta"
"329","corriente"
"330","depreciaciones"
"331","monedas"
"332","relacion"
"333","dolar"
"334","destaca"
"335","ipom"
"336","llego"
"337","depreciarse"
"338","francia"
"339","alemania"
"340","italia"
"341","portugal"
"342","motivo"
"343","ingente"
"344","intervencion"
"345","mercado"
"346","cambiario"
"347","grecia"
"348","espana"
"349","banco"
"350","economias"
"351","emergentes"
"352","tomado"
"353","medidas"
"354","tendientes"
"355","contrarrestar"
"356","perdida"
"357","moneda"
"358","india"
"359","peru"
"360","ahora"
"361","observan"
"362","senales"
"363","traspasos"
"364","mayores"
"365","tensiones"
"366","mercados"
"367","monetarios"
"368","locales"
"369","crecimiento"
"370","mundial"
"371","relacion"
"372","proyecciones"
"373","crecimiento"
"374","mundial"
"375","ajustan"
"376","baja"
"377","escenario"
"378","ipom"
"379","socios"
"380","comerciales"
"381","fondo"
"382","monetario"
"383","internacional"
"384","creceran"
