"","x"
"1","resumen"
"2","politica"
"3","monetaria"
"4","banco"
"5","marco"
"6","metas"
"7","inflacion"
"8","banco"
"9","proposito"
"10","mejorar"
"11","inflacion"
"12","producto"
"13","existencia"
"14","meta"
"15","inflacion"
"16","continuamente"
"17","transparencia"
"18","comunicacion"
"19","acciones"
"20","significa"
"21","ignorar"
"22","efectos"
"23","corto"
"24","mediano"
"25","politicas"
"26","emprendidas"
"27","publico"
"28","recientemente"
"29","documento"
"30","politica"
"31","monetaria"
"32","actividad"
"33","economica"
"34","politica"
"35","monetaria"
"36","banco"
"37","marco"
"38","metas"
"39","inflacion"
"40","objetivo"
"41","facilitar"
"42","comprension"
"43","bases"
"44","bajo"
"45","esquema"
"46","flotacion"
"47","reserva"
"48","opcion"
"49","conduccion"
"50","politica"
"51","monetaria"
"52","sociedad"
"53","intervenir"
"54","mercado"
"55","cambiario"
"56","operaciones"
"57","agentes"
"58","economicos"
"59","reemplaza"
"60","texto"
"61","politica"
"62","monetaria"
"63","cambiarias"
"64","proveyendo"
"65","instrumentos"
"66","cobertura"
"67","banco"
"68","objetivos"
"69","transmision"
"70","publicado"
"71","cambiaria"
"72","circunstancias"
"73","excepcionales"
"74","depreciacion"
"75","nuevo"
"76","documento"
"77","describe"
"78","aspectos"
"79","centrales"
"80","apreciacion"
"81","excesiva"
"82","cambio"
"83","pueden"
"84","tener"
"85","regimen"
"86","monetario"
"87","cambiario"
"88","sustenta"
"89","politica"
"90","efectos"
"91","negativos"
"92","economia"
"93","monetaria"
"94","principales"
"95","novedades"
"96","relacion"
"97","definicion"
"98","meta"
"99","inflacion"
"100","horizonte"
"101","politica"
"102","meta"
"103","inflacion"
"104","define"
"105","variacion"
"106","monetaria"
"107","describe"
"108","temas"
"109","fundamentales"
"110","relativos"
"111","precios"
"112","consumidor"
"113","ipc"
"114","elaborado"
"115","instituto"
"116","nacional"
"117","ine"
"118","fijado"
"119","centro"
"120","aspectos"
"121","institucionales"
"122","transmision"
"123","politica"
"124","monetaria"
"125","rango"
"126","meta"
"127","inflacion"
"128","significa"
"129","conduccion"
"130","operacion"
"131","papel"
"132","desempenan"
"133","politica"
"134","monetaria"
"135","orienta"
"136","variacion"
"137","transparencia"
"138","comunicaciones"
"139","esperada"
"140","ipc"
"141","cercana"
"142","eleccion"
"143","cuantitativo"
"144","basada"
"145","evaluacion"
"146","tal"
"147","establece"
"148","ley"
"149","organica"
"150","constitucional"
"151","ventajas"
"152","desventajas"
"153","inflacion"
"154","diferente"
"155","objetivos"
"156","institucion"
"157","velar"
"158","estabilidad"
"159","economia"
"160","moneda"
"161","normal"
"162","funcionamiento"
"163","pagos"
"164","internos"
"165","externos"
"166","alcanzar"
"167","objetivo"
"168","estabilidad"
"169","amplitud"
"170","rango"
"171","fijada"
"172","masmenos"
"173","punto"
"174","moneda"
"175","entiende"
"176","evitar"
"177","deteriore"
"178","porcentual"
"179","rango"
"180","comunica"
"181","tres"
"182","aspectos"
"183","tolerancia"
"184","resultado"
"185","inflacion"
"186","operacionalmente"
"187","desviaciones"
"188","transitorias"
"189","inflacion"
"190","efectiva"
"191","respecto"
"192","consigue"
"193","medida"
"194","mantenga"
"195","estabilidad"
"196","preocupacion"
"197","simetrica"
"198","desviaciones"
"199","arriba"
"200","precios"
"201","reflejada"
"202","inflacion"
"203","baja"
"204","estable"
"205","sostenible"
"206","abajo"
"207","meta"
"208","variabilidad"
"209","normal"
"210","esperable"
"211","tiempo"
"212","normal"
"213","funcionamiento"
"214","pagos"
"215","entiende"
"216","inflacion"
"217","ciclo"
"218","economico"
"219","preservar"
"220","funciones"
"221","primordiales"
"222","intermediacion"
"223","credito"
"224","ahorro"
"225","provision"
"226","servicios"
"227","pago"
"228","objetivo"
"229","operacional"
"230","politica"
"231","monetaria"
"232","adecuada"
"233","asignacion"
"234","riesgo"
"235","mercados"
"236","financieros"
"237","inflacion"
"238","proyectada"
"239","ubique"
"240","horizonte"
"241","interna"
"242","externamente"
"243","cumplimiento"
"244","politica"
"245","horizonte"
"246","objetivos"
"247","ley"
"248","confiere"
"249","serie"
"250","facultades"
"251","usualmente"
"252","intenta"
"253","inflacion"
"254","retorne"
"255","empleo"
"256","instrumentos"
"257","propios"
"258","horizonte"
"259","da"
"260","cuenta"
"261","rezago"
"262","cambios"
"263","politica"
"264","monetaria"
"265","cambiaria"
"266","ciertos"
"267","aspectos"
"268","instrumento"
"269","politica"
"270","efectos"
"271","actividad"
"272","regulacion"
"273","mercados"
"274","financieros"
"275","capitales"
"276","precios"
"277","acomoda"
"278","preocupacion"
"279","volatilidad"
"280","producto"
"281","presencia"
"282","movimientos"
"283","pasajeros"
"284","sola"
"285","considerados"
"286","limites"
"287","poder"
"288","politica"
"289","monetaria"
"290","vez"
"291","componentes"
"292","ipc"
"293","proyecciones"
"294","plazos"
"295","influyen"
"296","decisiones"
"297","analisis"
"298","contribuye"
"299","experiencia"
"300","evaluar"
"301","sostenibilidad"
"302","control"
"303","inflacionario"
"304","optado"
"305","esquema"
"306","basado"
"307","metas"
"308","inflacion"
"309","flotacion"
"310","cambio"
"311","nominal"
"312","objetivo"
"313","explicito"
"314","documento"
"315","refleja"
"316","vision"
"317","funcionamiento"
"318","inflacion"
"319","ipc"
"320","ubique"
"321","politica"
"322","monetaria"
"323","fruto"
"324","experiencia"
"325","acumulada"
"326","tiempo"
"327","rango"
"328","tolerancia"
"329","particular"
"330","adopto"
"331","cabalmente"
"332","marco"
"333","masmenos"
"334","punto"
"335","porcentual"
"336","compromiso"
"337","orienta"
"338","metas"
"339","inflacion"
"340","noventa"
"341","cambios"
"342","expectativas"
"343","agentes"
"344","economicos"
"345","transforma"
"346","institucionales"
"347","implementados"
"348","ambitos"
"349","politica"
"350","centro"
"351","meta"
"352","ancla"
"353","nominal"
"354","economia"
