"","x"
"1","escenario"
"2","internacional"
"3","analiza"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","tpm"
"9","expectativas"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","relevante"
"16","considerado"
"17","probable"
"18","economia"
"19","principales"
"20","riesgo"
"21","inflacion"
"22","mundial"
"23","politica"
"24","monetaria"
"25","inflacion"
"26","vuelto"
"27","foco"
"28","preocupacion"
"29","mayores"
"30","presiones"
"31","inflacionarias"
"32","raiz"
"33","precios"
"34","materias"
"35","primas"
"36","particular"
"37","alimentos"
"38","petroleo"
"39","suma"
"40","progresivo"
"41","brechas"
"42","capacidad"
"43","especialmente"
"44","economias"
"45","emergentes"
"46","operando"
"47","niveles"
"48","actividad"
"49","cercanos"
"50","potencial"
"51","area"
"52","gris"
"53","indica"
"54","trayectoria"
"55","implicita"
"56","contratos"
"57","futuros"
"58","muestra"
"59","proyectado"
"60","ipom"
"61","gran"
"62","mayoria"
"63","banco"
"64","centrales"
"65","economias"
"66","emergentes"
"67","fuentes"
"68","banco"
"69","pais"
"70","iniciado"
"71","continuado"
"72","proceso"
"73","normalizacion"
"74","politica"
"75","monetaria"
"76","seguido"
"77","implementando"
"78","medidas"
"79","alternativas"
"80","moderar"
"81","crecimiento"
"82","liquidez"
"83","credito"
"84","india"
"85","economias"
"86","region"
"87","expectativas"
"88","mercado"
"89","autoridades"
"90","monetarias"
"91","banco"
"92","inflacion"
"93","centrales"
"94","indican"
"95","posibilidad"
"96","inflacion"
"97","ubique"
"98","transitoriamente"
"99","variacion"
"100","objetivos"
"101","economias"
"102","desarrolladas"
"103","bien"
"104","politica"
"105","monetaria"
"106","mantiene"
"107","altamente"
"108","expansiva"
"109","medidas"
"110","convencionales"
"111","minimos"
"112","historicos"
"113","autoridades"
"114","hecho"
"115","explicita"
"116","preocupacion"
"117","evolucion"
"118","inflacion"
"119","incluso"
"120","abierto"
"121","opcion"
"122","iniciar"
"123","prontamente"
"124","ciclo"
"125","normalizacion"
"126","forma"
"127","expectativas"
"128","mercado"
"129","inicio"
"130","proceso"
"131","adelantado"
"132","economias"
"133","ritmo"
"134","normalizacion"
"135","esperado"
"136","aumentado"
"137","economias"
"138","desarrolladas"
"139","inflacion"
"140","efectiva"
"141","comenzado"
"142","subir"
"143","unidos"
"144","inflacion"
"145","paso"
"146","ipc"
"147","ipc"
"148","subyacente"
"149","mexico"
"150","peru"
"151","ipc"
"152","indonesia"
"153","malasia"
"154","rep"
"155","corea"
"156","tailandia"
"157","ipc"
"158","subyacente"
"159","rep"
"160","corea"
"161","tailandia"
"162","resalta"
"163","evolucion"
"164","inflacion"
"165","ipc"
"166","hungria"
"167","rep"
"168","checa"
"169","polonia"
"170","rusia"
"171","ipc"
"172","subyacente"
"173","excluye"
"174","rusia"
"175","situado"
"176","meta"
"177","corresponde"
"178","definicion"
"179","pais"
"180","actualmente"
"181","consecuencia"
"182","fuentes"
"183","ceic"
"184","oficinas"
"185","pais"
"186","elevadas"
"187","holguras"
"188","capacidad"
"189","persisten"
"190","economias"
"191","inflacion"
"192","subyacente"
"193","permanece"
