"","x"
"1","politica"
"2","monetaria"
"3","cambios"
"4","procesos"
"5","comunicacion"
"6","politica"
"7","monetaria"
"8","banco"
"9","lleva"
"10","adelante"
"11","politica"
"12","monetaria"
"13","permitira"
"14","acumular"
"15","rpm"
"16","marco"
"17","metas"
"18","inflacion"
"19","correcto"
"20","generara"
"21","espacio"
"22","evaluar"
"23","impacto"
"24","distintos"
"25","funcionamiento"
"26","requiere"
"27","adecuada"
"28","comunicacion"
"29","indicadores"
"30","economicos"
"31","escenario"
"32","permitiendo"
"33","acciones"
"34","realizadas"
"35","fundamentos"
"36","analisis"
"37","robusto"
"38","evolucion"
"39","reciente"
"40","economia"
"41","diagnostico"
"42","apropiado"
"43","evolucion"
"44","economia"
"45","externa"
"46","adopcion"
"47","decisiones"
"48","comunicacion"
"49","cambios"
"50","comunicacion"
"51","politica"
"52","monetaria"
"53","estructuran"
"54","reuniones"
"55","politica"
"56","monetaria"
"57","politica"
"58","monetaria"
"59","cuya"
"60","organizacion"
"61","prioridad"
"62","comunicado"
"63","publicara"
"64","horas"
"65","contenidos"
"66","difusion"
"67","basan"
"68","actualmente"
"69","procedimientos"
"70","reunion"
"71","comunicado"
"72","extendera"
"73","respecto"
"74","estandares"
"75","establecidos"
"76","mayormente"
"77","primera"
"78","mitad"
"79","version"
"80","actual"
"81","incluir"
"82","antecedentes"
"83","importantes"
"84","decada"
"85","evolucion"
"86","economia"
"87","considerados"
"88","analisis"
"89","fundamentos"
"90","decision"
"91","adoptada"
"92","consejo"
"93","consejo"
"94","banco"
"95","despues"
"96","exhaustiva"
"97","evaluacion"
"98","resultado"
"99","votacion"
"100","respalda"
"101","interna"
"102","basada"
"103","experiencia"
"104","acumulada"
"105","mejores"
"106","practicas"
"107","internacional"
"108","decidido"
"109","adoptar"
"110","minuta"
"111","rpm"
"112","seguira"
"113","incluyendo"
"114","modificaciones"
"115","proceso"
"116","toma"
"117","decisiones"
"118","detallada"
"119","temas"
"120","analizados"
"121","discutidos"
"122","reunion"
"123","comunicacion"
"124","politica"
"125","monetaria"
"126","modificaciones"
"127","opciones"
"128","politica"
"129","monetaria"
"130","consideradas"
"131","principales"
"132","planificacion"
"133","estrategica"
"134","institucion"
"135","buscan"
"136","argumentos"
"137","consejo"
"138","decision"
"139","politica"
"140","monetaria"
"141","fortalecer"
"142","proceso"
"143","toma"
"144","decisiones"
"145","potenciar"
"146","adicionalmente"
"147","incluira"
"148","antecedentes"
"149","principales"
"150","capacidad"
"151","analisis"
"152","interno"
"153","mejorar"
"154","cantidad"
"155","calidad"
"156","presentacion"
"157","realizada"
"158","gerencia"
"159","division"
"160","oportunidad"
"161","entrega"
"162","publico"
"163","estudios"
"164","reunion"
"165","dejaran"
"166","publicarse"
"167","separado"
"168","modo"
"169","minuta"
"170","siguiendo"
"171","practica"
"172","describe"
"173","cambios"
"174","importantes"
"175","habitual"
"176","banco"
"177","centrales"
"178","esquema"
"179","metas"
"180","inflacion"
"181","aspectos"
"182","implementacion"
"183","entregara"
"184","adicional"
"185","discusion"
"186","consejo"
"187","resultar"
"188","util"
"189","buena"
"190","comprension"
"191","cambios"
"192","esquema"
"193","reuniones"
"194","politica"
"195","decisiones"
"196","implicancias"
"197","futuras"
"198","publicacion"
"199","monetaria"
"200","minuta"
"201","rpm"
"202","mantendra"
"203","habiles"
"204","bancario"
"205","reuniones"
"206","politica"
"207","monetaria"
"208","rpm"
"209","reducira"
"210","finalmente"
"211","consejo"
"212","decidido"
"213","publicar"
"214","actas"
"215","rpm"
"216","alineandose"
"217","practica"
"218","comun"
"219","banco"
"220","diez"
"221","desfase"
"222","contienen"
"223","centrales"
"224","bajas"
"225","inflacion"
"226","nuevo"
"227","materias"
"228","analizadas"
"229","opiniones"
"230","vertidas"
"231","participantes"
"232","esquema"
"233","reuniones"
"234","llevaran"
"235","cabo"
"236","aproximadamente"
"237","identificando"
"238","emitieron"
"239","opinion"
"240","seis"
"241","ocho"
"242","semanas"
"243","publicacion"
"244","cumple"
"245","varios"
"246","objetivos"
"247","lado"
"248","fortalece"
"249","rendicion"
"250","cuentas"
"251","tomadores"
"252","decisiones"
"253","aumenta"
"254","transparencia"
"255","ciudadania"
"256","adicionalmente"
"257","reunion"
"258","extendera"
"259","aportara"
"260","estudio"
"261","historia"
"262","economica"
"263","pais"
"264","mejor"
"265","medio"
"266","comenzando"
"267","tarde"
"268","anuncia"
"269","comprension"
"270","decisiones"
"271","tomadas"
"272","perspectiva"
"273","decision"
"274","politica"
"275","dandole"
"276","tiempo"
"277","consejo"
"278","historica"
"279","publicacion"
"280","dicho"
"281","material"
"282","hara"
"283","discusion"
"284","antecedentes"
"285","deliberacion"
"286","opciones"
"287","medida"
"288","efecto"
"289","retroactivo"
"290","modo"
"291","politica"
"292","monetaria"
"293","entrega"
"294","incluira"
"295","material"
"296","explicacion"
"297","detallada"
"298","medidas"
"299","encuentra"
"300","seccion"
"301","politica"
"302","comprende"
"303","monetaria"
"304","sitio"
"305","web"
"306","institucional"
"307","banco"
"308","cambios"
"309","ipom"
"310","ipom"
"311","integraran"
"312","modo"
"313","activo"
"314","productos"
"315","trabajo"
"316","investigacion"
"317","economica"
"318","financiera"
"319","publicacion"
"320","ipom"
"321","mantiene"
"322","cuatro"
"323","realiza"
"324","banco"
"325","materias"
"326","especial"
"327","relevancia"
"328","hara"
"329","primera"
"330","hora"
"331","siguiente"
"332","rpm"
"333","decisiones"
"334","politica"
"335","institucion"
"336","paso"
"337","complementada"
"338","direccion"
"339","documento"
"340","crecimiento"
"341","tendencial"
"342","conferencia"
"343","prensa"
"344","presidente"
"345","banco"
"346","acompana"
"347","presente"
"348","ipom"
"349","sede"
"350","institucion"
"351","publicar"
"352","ipom"
"353","despues"
"354","rpm"
"355","consejo"
"356","oportunidad"
"357","reforzar"
"358","implementacion"
"359","comunicacion"
"360","fundamentos"
"361","justifican"
"362","decisiones"
"363","realizadas"
"364","misma"
"365","general"
"366","gran"
"367","mayoria"
"368","banco"
"369","cambios"
"370","descritos"
"371","anteriormente"
"372","comenzaran"
"373","aplicarse"
"374","centrales"
"375","publican"
"376","ipom"
"377","documento"
"378","similar"
"379","anuncian"
"380","decisiones"
"381","politica"
"382","monetaria"
"383","continuara"
"384","presentado"
"385","senado"
