"","x"
"1","precios"
"2","precios"
"3","seccion"
"4","analiza"
"5","evolucion"
"6","reciente"
"7","precios"
"8","exa"
"9","mina"
"10","interpreta"
"11","comportamiento"
"12","distintas"
"13","mediciones"
"14","inflacion"
"15","ipc"
"16","ipcx"
"17","flacion"
"18","tendencia"
"19","principales"
"20","componentes"
"21","variacion"
"22","porcentual"
"23","respecto"
"24","evolucion"
"25","reciente"
"26","inflacion"
"27","ipc"
"28","ipcx"
"29","finalizado"
"30","cuatrimestre"
"31","inflacion"
"32","ipc"
"33","llego"
"34","debajo"
"35","esperado"
"36","vio"
"37","influido"
"38","marcado"
"39","descenso"
"40","precios"
"41","productos"
"42","perecibles"
"43","principios"
"44","caida"
"45","precio"
"46","combustibles"
"47","alla"
"48","factores"
"49","puntuales"
"50","conempresas"
"51","aumento"
"52","inflacion"
"53","ro"
"54","fenomeno"
"55","transitorio"
"56","impacto"
"57","trayec"
"58","toria"
"59","tendencia"
"60","precios"
"61","fuentes"
"62","instituto"
"63","nacional"
"64","ipc"
"65","ipcx"
"66","tasa"
"67","variacion"
"68","inflacion"
"69","combustibles"
"70","transporte"
"71","resto"
"72","aporte"
"73","inflacion"
"74","resto"
"75","combustibles"
"76","transporte"
"77","fuentes"
"78","instituto"
"79","nacional"
"80","banco"
"81","menores"
"82","precios"
"83","combustibles"
"84","eneromarzo"
"85","comparacion"
"86","tarifas"
"87","transporte"
"88","publico"
"89","incidieron"
"90","casi"
"91","punto"
"92","porcentual"
"93","reduccion"
"94","inflacion"
"95","ipc"
"96","ipcx"
"97","recientemente"
"98","produci"
"99","aumento"
"100","puntual"
"101","precio"
"102","combustibles"
"103","tarifas"
"104","ipct"
"105","ipctx"
"106","locomocion"
"107","colectiva"
"108","impacto"
"109","conjunto"
"110","variacion"
"111","porcentual"
"112","respecto"
"113","debiera"
"114","tener"
"115","efecto"
"116","persistente"
"117","inflacion"
"118","ipct"
"119","descenso"
"120","inflacion"
"121","ipc"
"122","cuatrimestre"
"123","resulta"
"124","factores"
"125","estacionales"
"126","menores"
"127","precios"
"128","combustibles"
"129","perecibles"
"130","ipctx"
"131","fuentes"
"132","instituto"
"133","nacional"
"134","banco"
"135","politica"
"136","monetaria"
"137","precio"
"138","bienes"
"139","durables"
"140","vestuario"
"141","relacion"
"142","precio"
"143","durables"
"144","ipcipm"
"145","inflacion"
"146","bienes"
"147","transables"
"148","precio"
"149","durables"
"150","vestuario"
"151","relacion"
"152","ipcipm"
"153","inflacion"
"154","bienes"
"155","transables"
"156","primero"
"157","cayo"
"158","principios"
"159","movil"
"160","trimestral"
"161","repuntar"
"162","levemente"
"163","incrementos"
"164","precios"
"165","durables"
"166","vestuario"
