"","x"
"1","politica"
"2","monetaria"
"3","nominalizacion"
"4","tasa"
"5","politica"
"6","monetaria"
"7","introduccion"
"8","nominalizacion"
"9","tasa"
"10","politica"
"11","monetaria"
"12","consecuencia"
"13","logica"
"14","modernizacion"
"15","politica"
"16","monetaria"
"17","viene"
"18","desarrollando"
"19","banco"
"20","cen"
"21","tral"
"22","esquema"
"23","actual"
"24","punto"
"25","partida"
"26","uso"
"27","interes"
"28","reajustables"
"29","instrumento"
"30","politica"
"31","mediados"
"32","ochenta"
"33","instrumento"
"34","adecuado"
"35","momento"
"36","historia"
"37","elevada"
"38","variable"
"39","inflacion"
"40","existia"
"41","relativa"
"42","profundidad"
"43","mercados"
"44","financieros"
"45","renta"
"46","fija"
"47","indexada"
"48","luego"
"49","noventa"
"50","banco"
"51","avanzo"
"52","diversas"
"53","direcciones"
"54","apuntaban"
"55","modernizar"
"56","instrumental"
"57","politica"
"58","definiendo"
"59","primero"
"60","tasa"
"61","interbancaria"
"62","diaria"
"63","instrumento"
"64","relevante"
"65","luego"
"66","crear"
"67","mercados"
"68","incipientes"
"69","introducir"
"70","pdbc"
"71","pdbc"
"72","liberalizo"
"73","cambio"
"74","avanzo"
"75","substantivamente"
"76","abrir"
"77","cuenta"
"78","capitales"
"79","aumentar"
"80","transparencia"
"81","conduccion"
"82","politica"
"83","monetaria"
"84","paso"
"85","natural"
"86","proceso"
"87","reciente"
"88","nominalizacion"
"89","politica"
"90","monetaria"
"91","mecanica"
"92","politica"
"93","monetaria"
"94","consistia"
"95","mes"
"96","especificaba"
"97","objetivo"
"98","premio"
"99","interes"
"100","variacion"
"101","significaba"
"102","mes"
"103","banco"
"104","modificaba"
"105","tasa"
"106","nominal"
"107","intervenia"
"108","mercado"
"109","monetario"
"110","colocando"
"111","instru"
"112","mentos"
"113","liquidez"
"114","fin"
"115","adecuarla"
"116","tasa"
"117","variacion"
"118","conocida"
"119","aumentos"
"120","extraordinarios"
"121","tendian"
"122","compensar"
"123","variaciones"
"124","menores"
"125","hoy"
"126","politica"
"127","monetaria"
"128","consiste"
"129","especificar"
"130","objetivo"
"131","tasa"
"132","relacion"
"133","tasa"
"134","nominal"
"135","fija"
"136","lugar"
"137","premio"
"138","bajo"
"139","esquema"
"140","nominalizado"
"141","tasa"
"142","interviene"
"143","banco"
"144","establece"
"145","costo"
"146","facilidades"
"147","liquidez"
"148","permanece"
"149","fija"
"150","tiempo"
"151","consejo"
"152","estime"
"153","conveniente"
"154","nominalizacion"
"155","politica"
"156","debiera"
"157","afectar"
"158","interes"
"159","reales"
"160","nominales"
"161","orientacion"
"162","politica"
"163","monetaria"
"164","unico"
"165","efecto"
"166","debiera"
"167","reduccion"
"168","variabilidad"
"169","corto"
"170","mes"
"171","mes"
"172","interes"
"173","nominales"
"174","aumento"
"175","marginal"
"176","volatilidad"
"177","mes"
"178","mes"
"179","ventajas"
"180","desventajas"
"181","discusion"
"182","nominalizacion"
"183","objetivo"
"184","tasa"
"185","politica"
"186","monetaria"
"187","realizado"
"188","banco"
"189","tiempo"
"190","planteado"
"191","serie"
"192","argu"
"193","mentos"
"194","contrastaban"
"195","esquema"
"196","indizado"
"197","versus"
"198","nominalizado"
"199","argumentos"
"200","favor"
"201","nominalizacion"
"202","reduce"
"203","volatilidad"
"204","interes"
"205","nominales"
"206","agregados"
"207","monetarios"
"208","liquidos"
"209","disminuye"
"210","volatilidad"
"211","cambio"
"212","simplifica"
"213","integracion"
"214","financiera"
"215","internacional"
"216","facilita"
"217","calce"
"218","financiamiento"
"219","colocaciones"
"220","reajustables"
"221","otorga"
"222","transparencia"
"223","mismas"
"224","existian"
"225","argumentos"
"226","favor"
"227","mantener"
"228","esquema"
"229","indizado"
"230","destaca"
"231","variabilidad"
"232","expectativas"
"233","inflacionarias"
"234","perjudicaria"
"235","senal"
"236","politica"
"237","monetaria"
"238","esquema"
"239","nominal"
"240","com"
"241","pensar"
"242","requeriria"
"243","grado"
"244","activismo"
"245","monetario"
"246","circunstancias"
"247","actuales"
"248","consejo"
"249","estimo"
"250","hacian"
"251","evidentes"
"252","desventajas"
"253","tener"
"254","esquema"
"255","indizado"
"256","puesto"
"257","agregaba"
"258","volatilidad"
"259","cambio"
"260","demanda"
"261","dinero"
"262","movimientos"
"263","transitorios"
"264","inflacion"
"265","resumen"
"266","u"
"267","direccion"
"268","banco"
"269","veia"
"270","obligado"
"271","intervenir"
"272","validar"
"273","nominales"
"274","corto"
"275","extremadamente"
"276","reducido"
"277","excesivamente"
"278","alto"
"279","revision"
"280","experiencia"
"281","reciente"
"282","revela"
"283","esquema"
"284","metas"
"285","inflacion"
"286","creibles"
"287","expectativas"
"288","inflacionarias"
"289","mueven"
"290","dentro"
"291","rangos"
"292","relativa"
"293","mente"
"294","acotados"
"295","estabilidad"
"296","expectativas"
"297","disminuye"
"298","supuestas"
"299","desventajas"
"300","regimen"
"301","politica"
"302","monetaria"
"303","tasa"
"304","nominal"
"305","respecto"
"306","reajustable"
"307","senal"
"308","politica"
"309","transparente"
"310","agentes"
"311","requiere"
"312","activismo"
"313","materia"
"314","calculo"
"315","tpm"
"316","transicion"
"317","banco"
"318","considero"
"319","importante"
"320","credibilidad"
"321","politica"
"322","monetaria"
"323","definir"
"324","transparencia"
"325","tpm"
"326","nominal"
"327","equivalente"
"328","tpm"
"329","indizada"
"330","rigio"
"331","ello"
"332","consejo"
"333","adopto"
"334","decision"
"335","extraordinaria"
"336","anunciar"
"337","dicha"
"338","tasa"
"339","practicamente"
"340","semanas"
"341","antelacion"
"342","general"
"343","tasa"
"344","interes"
"345","nominal"
"346","compuesto"
"347","tasa"
"348","interes"
"349","rt"
"350","expectativas"
"351","inflacion"
"352","rt"
"353","*"
"354","et"
"355","niveles"
"356","interes"
"357","inflacion"
"358","esperada"
"359","reducidos"
"360","conveniente"
"361","simplificar"
"362","expresion"
"363","definirla"
"364","linealmente"
"365","rt"
"366","et"
"367","tasa"
"368","politica"
"369","monetaria"
"370","tpm"
"371","definida"
"372","construyo"
"373","equivalente"
"374","tasa"
"375","politica"
"376","nominal"
"377","tpmn"
"378","sumandole"
"379","expectativas"
"380","infla"
"381","cion"
"382","iguales"
"383","meta"
"384","inflacion"
"385","inflacion"
"386","esperada"
"387","consistente"
