"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","principales"
"13","riesgo"
"14","volatilidad"
"15","mercados"
"16","financieros"
"17","principal"
"18","novedad"
"19","ambito"
"20","internacional"
"21","conformacion"
"22","vix"
"23","move"
"24","vix"
"25","move"
"26","panorama"
"27","condiciones"
"28","financieras"
"29","externas"
"30","favorables"
"31","vstoxx"
"32","vstoxx"
"33","previsto"
"34","ipom"
"35","pese"
"36","reversion"
"37","ultimas"
"38","semanas"
"39","apetito"
"40","riesgo"
"41","busqueda"
"42","retorno"
"43","aumentado"
"44","mercados"
"45","financieros"
"46","globales"
"47","precios"
"48","activos"
"49","subido"
"50","particular"
"51","mercados"
"52","emergentes"
"53","interes"
"54","premios"
"55","riesgo"
"56","descendido"
"57","bolsas"
"58","repuntado"
"59","monedas"
"60","apreciado"
"61","respecto"
"62","dolar"
"63","alguna"
"64","moderacion"
"65","despues"
"66","anuncios"
"67","miembros"
"68","fed"
"69","importante"
"70","catalizador"
"71","movimientos"
"72","vision"
"73","mercados"
"74","politicas"
"75","monetarias"
"76","desarrollados"
"77","seguiran"
"78","expansivas"
"79","definicion"
"80","indices"
"81","glosario"
"82","prolongado"
"83","expectativa"
"84","vio"
"85","reforzada"
"86","tras"
"87","decision"
"88","salir"
"89","union"
"90","europea"
"91","brexit"
"92","anadio"
"93","importante"
"94","impulso"
"95","monetario"
"96","fiscal"
"97","permitido"
"98","estabilizar"
"99","tasa"
"100","crecimiento"
"101","economia"
"102","beneficiandose"
"103","mejores"
"104","condiciones"
"105","financieras"
"106","internacionales"
"107","posibilidad"
"108","ultimas"
"109","reviertan"
"110","principales"
"111","riesgo"
"112","escenario"
"113","externo"
"114","optimismo"
"115","mercados"
"116","financieros"
"117","contrasta"
"118","evolucion"
"119","esperada"
"120","actividad"
"121","mundial"
"122","agregado"
"123","sufrido"
"124","modificaciones"
"125","mayores"
"126","proyecciones"
"127","inversion"
"128","siguen"
"129","apuntando"
"130","flujos"
"131","netos"
"132","capitales"
"133","economias"
"134","emergentes"
"135","mes"
"136","movil"
"137","crecimiento"
"138","bajas"
"139","mayoria"
"140","economias"
"141","materias"
"142","primas"
"143","tampoco"
"144","beneficiado"
"145","optimismo"
"146","mercados"
"147","financieros"
"148","acciones"
"149","impulso"
"150","externo"
"151","recibira"
"152","economia"
"153","proximos"
"154","bonos"
"155","previsto"
"156","esencialmente"
"157","mencionadas"
"158","mejores"
"159","condiciones"
"160","financieras"
"161","externas"
"162","terminos"
"163","intercambio"
"164","preve"
"165","menor"
"166","deterioro"
"167","largo"
"168","horizonte"
"169","proyeccion"
"170","brexit"
"171","sorprendio"
"172","comunidad"
"173","internacional"
"174","materializandose"
"175","escenarios"
"176","riesgo"
"177","temidos"
"178","mercado"
"179","bien"
"180","principio"
"181","reaccion"
"182","mercados"
"183","esperada"
"184","volatilidad"
"185","aumento"
"186","precios"
"187","activos"
"188","riesgoos"
"189","interes"
"190","libres"
"191","riesgo"
"192","cayeron"
"193","dolar"
"194","aprecio"
"195","pocos"
"196","emerging"
"197","portfolio"
"198","fund"
"199","research"
"200","percibia"
"201","sorpresiva"
"202","disposicion"
"203","tomar"
"204","riesgo"
"205","ello"
"206","contribuyo"
"207","ausencia"
"208","accidentes"
"209","financieros"
"210","vinculados"
"211","brexit"
"212","estimacion"
"213","efectos"
"214","reales"
"215","circunscritos"
"216","especialmente"
"217","mencionada"
"218","percepcion"
"219","expansividad"
"220","politicas"
"221","monetarias"
"222","mundo"
"223","desarrollado"
"224","tiempo"
"225","prolongado"
"226","venia"
"227","ocurriendo"
"228","mano"
"229","actividad"
"230","inflacion"
"231","acotadas"
"232","banco"
"233","expectativas"
"234","respecto"
"235","trayectoria"
"236","tomara"
"237","reserva"
"238","federal"
"239","crecimiento"
"240","mundial"
"241","fed"
"242","normalizar"
"243","tasa"
"244","interes"
"245","politica"
"246","claves"
"247","variacion"
"248","conformacion"
"249","panorama"
"250","mejores"
"251","condiciones"
"252","financieras"
"253","externas"
"254","prom"
"255","prom"
"256","economias"
"257","emergentes"
"258","ello"
"259","influencia"
"260","mercados"
"261","financieros"
"262","f"
"263","f"
"264","f"
"265","globales"
"266","incertidumbre"
"267","rodea"
"268","gran"
"269","mundo"
"270","ppc"
"271","mundo"
"272","tc"
"273","mercado"
"274","mercados"
"275","consideraban"
"276","evidente"
"277","fed"
"278","haria"
"279","menos"
"280","socios"
"281","comerciales"
"282","embargo"
"283","publicacion"
"284","decepcionantes"
"285","cifras"
"286","empleo"
"287","unidos"
"288","eurozona"
"289","actividad"
"290","mediados"
"291","mantencion"
"292","tasa"
"293","reuniones"
"294","nuevo"
"295","ajuste"
"296","baja"
"297","trayectoria"
"298","esperada"
"299","fed"
"300","india"
"301","movieron"
"302","expectativas"
"303","mercado"
"304","vision"
"305","cambios"
"306","resto"
"307","asia"
"308","excl"
"309","tiempo"
"310","prolongado"
"311","reciente"
"312","expectativas"
"313","nuevamente"
"314","exp"
"315","prod"
"316","basicos"
"317","asignan"
"318","alta"
"319","probabilidad"
"320","concrete"
"321","aumento"
"322","queda"
"323","definiciones"
"324","glosario"
"325","alla"
"326","produzca"
"327","mercados"
"328","f"
"329","proyeccion"
"330","asumen"
"331","normalizacion"
"332","politica"
"333","monetaria"
"334","gradual"
"335","indicada"
"336","fuentes"
"337","banco"
"338","muestra"
"339","banco"
"340","fed"
"341","riesgo"
"342","importante"
"343","escenario"
"344","ipom"
"345","fed"
"346","inversion"
"347","consensus"
"348","forecasts"
"349","fmi"
"350","oficinas"
"351","pais"
"352","actue"
"353","manera"
"354","agresiva"
"355","esperado"
"356","mercado"
"357","pues"
"358","ello"
"359","provocar"
"360","incremento"
"361","significativo"
"362","volatilidad"
"363","afectando"
"364","precio"
"365","activos"
"366","flujos"
"367","capitales"
"368","monedas"
"369","expectativas"
"370","tasa"
"371","fondos"
"372","federales"
"373","probabilidad"
"374","acumulada"
"375","diferentes"
"376","apreciaciones"
"377","respecto"
"378","fed"
"379","resolvera"
"380","tensiones"
"381","dinamica"
"382","sector"
"383","inflacion"
"384","condiciones"
"385","cambiarias"
"386","economia"
"387","pueden"
"388","explicar"
