"","x"
"1","escenario"
"2","internacional"
"3","analiza"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","volatilidad"
"9","mercados"
"10","bursatiles"
"11","mundial"
"12","proximos"
"13","describe"
"14","escenario"
"15","externo"
"16","relevante"
"17","considerado"
"18","probable"
"19","economia"
"20","principales"
"21","riesgo"
"22","mercados"
"23","financieros"
"24","evolucion"
"25","mercados"
"26","financieros"
"27","internacionales"
"28","marcada"
"29","tensiones"
"30","derivadas"
"31","situacion"
"32","fiscal"
"33","economias"
"34","europa"
"35","percepcion"
"36","riesgo"
"37","aumentado"
"38","instrumentos"
"39","soberanos"
"40","corporativos"
"41","principales"
"42","tensiones"
"43","siguen"
"44","enfocadas"
"45","cierto"
"46","grupo"
"47","mayoria"
"48","economias"
"49","emergentes"
"50","incrementos"
"51","acotados"
"52","indicadores"
"53","riesgo"
"54","costo"
"55","financiamiento"
"56","corresponde"
"57","volatilidad"
"58","vix"
"59","definicion"
"60","externo"
"61","efecto"
"62","incluso"
"63","menor"
"64","glosario"
"65","corresponde"
"66","estimacion"
"67","volatilidad"
"68","msci"
"69","creciente"
"70","incertidumbre"
"71","sostenibilidad"
"72","deuda"
"73","varias"
"74","fuentes"
"75","morgan"
"76","stanley"
"77","capital"
"78","international"
"79","economias"
"80","europeas"
"81","cuestionamientos"
"82","capacidad"
"83","realizar"
"84","ajustes"
"85","fiscales"
"86","necesarios"
"87","potenciales"
"88","efectos"
"89","sector"
"90","bancario"
"91","provocado"
"92","constantes"
"93","vaivenes"
"94","mercados"
"95","financieros"
"96","indicadores"
"97","riesgo"
"98","grecia"
"99","espana"
"100","portugal"
"101","aumentos"
"102","significativos"
"103","incluyendo"
"104","revisiones"
"105","baja"
"106","clasificaciones"
"107","crediticias"
"108","volatilidad"
"109","mercados"
"110","bursatiles"
"111","subio"
"112","fuertemente"
"113","asemejandose"
"114","interes"
"115","largo"
"116","economias"
"117","desarrolladas"
"118","episodios"
"119","alta"
"120","turbulencia"
"121","lejos"
"122","maximos"
"123","vix"
"124","luego"
"125","caer"
"126","superar"
"127","ipom"
"128","ubica"
"129","impactos"
"130","tensiones"
"131","variado"
"132","alrededor"
"133","mundo"
"134","economias"
"135","desarrolladas"
"136","afectado"
"137","precios"
"138","activos"
"139","interes"
"140","mediano"
"141","largo"
"142","cayeron"
"143","significativamente"
"144","principales"
"145","economias"
"146","consecuencia"
"147","flight"
"148","quality"
"149","incertidumbre"
"150","reflejado"
"151","senales"
"152","resurgimiento"
"153","problemas"
"154","liquidez"
"155","contraste"
"156","economias"
"157","emergentes"
"158","bien"
"159","bolsas"
"160","caido"
"161","monedas"
"162","perdido"
"163","efecto"
"164","premios"
"165","soberanos"
"166","corporativos"
"167","acotado"
"168","producido"
"169","apreciacion"
"170","generalizada"
"171","dolar"
"172","nuevo"
"173","maximo"
"174","precio"
"175","oro"
"176","respecto"
"177","corresponde"
"178","interes"
"179","bonos"
"180","gobierno"
"181","ipom"
"182","dolar"
"183","aprecio"
"184","frente"
"185","canasta"
"186","principales"
"187","socios"
"188","comerciales"
"189","bilateralmente"
"190","yen"
"191","permanece"
