"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","horizonte"
"12","proyeccion"
"13","describe"
"14","escenario"
"15","externo"
"16","expectativas"
"17","tpm"
"18","mercado"
"19","considerado"
"20","probable"
"21","principales"
"22","riesgo"
"23","eurozona"
"24","ee"
"25","uu"
"26","largo"
"27","mayores"
"28","cambios"
"29","escenario"
"30","externo"
"31","ipom"
"32","ipom"
"33","ipom"
"34","condiciones"
"35","financieras"
"36","terminos"
"37","intercambio"
"38","primeras"
"39","bien"
"40","siguen"
"41","favorables"
"42","perspectiva"
"43","historica"
"44","estrechado"
"45","economias"
"46","emergentes"
"47","especial"
"48","aquellas"
"49","perciben"
"50","fundamentos"
"51","macroeconomicos"
"52","debiles"
"53","segundos"
"54","mostrado"
"55","deterioro"
"56","importante"
"57","reciente"
"58","baja"
"59","significativa"
"60","precio"
"61","cobre"
"62","acerca"
"63","niveles"
"64","largo"
"65","mucha"
"66","prontitud"
"67","estimado"
"68","ahora"
"69","perspectivas"
"70","crecimiento"
"71","cambios"
"72","acotados"
"73","crecimiento"
"74","iran"
"75","reduciendo"
"76","enmarca"
"77","dentro"
"78","revisiones"
"79","habituales"
"80","desarrollo"
"81","ciclo"
"82","economico"
"83","dado"
"84","corresponde"
"85","tasa"
"86","fed"
"87","funds"
"88","eurozona"
"89","euribor"
"90","contexto"
"91","riesgo"
"92","escenario"
"93","externo"
"94","siguen"
"95","sesgados"
"96","baja"
"97","cuanto"
"98","impacto"
"99","actividad"
"100","tomados"
"101","conjunto"
"102","lucen"
"103","probables"
"104","abanico"
"105","riesgo"
"106","foco"
"107","sigue"
"108","deterioro"
"109","abrupto"
"110","condiciones"
"111","financieras"
"112","mundo"
"113","emergente"
"114","reserva"
"115","federal"
"116","fed"
"117","proceda"
"118","normalizacion"
"119","monetaria"
"120","rapida"
"121","previsto"
"122","escalamiento"
"123","conflicto"
"124","comercial"
"125","provoque"
"126","mayores"
"127","tensiones"
"128","mercados"
"129","financieros"
"130","brecha"
"131","actividad"
"132","efectiva"
"133","esperada"
"134","mercados"
"135","globales"
"136","aumenten"
"137","percepcion"
"138","riesgo"
"139","pib"
"140","potencial"
"141","mundo"
"142","emergente"
"143","totalidad"
"144","eurozona"
"145","condiciones"
"146","financieras"
"147","globales"
"148","siguen"
"149","favorables"
"150","retrospectiva"
"151","estrechado"
"152","emergentes"
"153","perciben"
"154","vulnerables"
"155","lado"
"156","mundo"
"157","desarrollado"
"158","seguido"
"159","ampliandose"
"160","divergencia"
"161","politicas"
"162","monetarias"
"163","mano"
"164","diferencia"
"165","evaluacion"
"166","holguras"
"167","capacidad"
"168","presiones"
"169","inflacionarias"
"170","enfrenta"
"171","fed"
"172","subio"
"173","federal"
"174","funds"
"175","rate"
"176","senalizado"
"177","tres"
"178","proximo"
"179","tiempo"
"180","sigue"
"181","reduciendo"
"182","tamano"
"183","balance"
"184","mercado"
"185","coincide"
"186","f"
"187","f"
"188","f"
"189","incorpora"
"190","posibilidad"
"191","cambio"
"192","banco"
"193","europeo"
"194","extendio"
"195","programa"
"196","f"
"197","proyeccion"
"198","fmi"
"199","compras"
"200","activos"
"201","finalizaria"
"202","recien"
"203","reduciendo"
"204","montos"
"205","mitad"
"206","dio"
"207","senales"
"208","referencia"
"209","moveran"
"210","menos"
"211","segunda"
"212","mitad"
"213","aprecian"
"214","cambios"
"215","relevancia"
"216","autoridad"
"217","monetaria"
"218","mantiene"
"219","programa"
"220","compras"
"221","activos"
"222","banco"
"223","menciono"
"224","encuentra"
"225","fase"
"226","ciclo"
"227","avanzada"
"228","tasa"
"229","desempleo"
"230","nairu"
"231","resto"
"232","actividad"
"233","crecio"
"234","bastante"
"235","pib"
"236","potencial"
"237","esperado"
"238","tasa"
"239","desempleo"
"240","nairu"
"241","junto"
"242","revision"
"243","cifra"
"244","hace"
"245","aumentar"
"246","proyeccion"
"247","escenario"
"248","ipom"
"249","actualmente"
"250","economia"
"251","presenta"
"252","brecha"
"253","actividad"
"254","positiva"
"255","tasa"
"256","desempleo"
"257","debajo"
"258","aquella"
"259","acelera"
"260","inflacion"
"261","nairu"
"262","bien"
"263","escenario"
"264","crecimiento"
"265","actividad"
"266","reducira"
"267","proximos"
"268","riesgo"
"269","sobrecalentamiento"
"270","economico"
"271","latentes"
"272","especial"
"273","significativo"
"274","estimulo"
"275","fiscal"
"276","curso"
"277","cuyos"
"278","efectos"
"279","sentiran"
"280","fuerza"
"281","venideros"
"282","vereda"
"283","opuesta"
"284","actividad"
"285","eurozona"
"286","siguio"
"287","moderandose"
"288","crecimiento"
"289","bloque"
"290","lineas"
"291","punteadas"
"292","corresponden"
"293","proyeccion"
"294","trimestral"
"295","presenta"
"296","brecha"
"297","actividad"
"298","abierta"
"299","iria"
"300","cerrando"
"301","ultima"
"302","actualizacion"
"303","congressional"
"304","budget"
"305","office"
"306","cbo"
"307","proximos"
"308","trimestres"
"309","registro"
"310","crecimiento"
"311","cifra"
"312","primero"
"313","perspectivas"
"314","apuntan"
"315","fuentes"
"316","cbo"
"317","cerrara"
"318","brecha"
"319","actividad"
"320","manera"
"321","gradual"
"322","diferencia"
"323","posicion"
"324","ciclica"
"325","encuentran"
"326","economias"
"327","expectativas"
"328","inflacion"
"329","mercado"
"330","refleja"
"331","inflacion"
"332","perspectivas"
"333","eurozona"
"334","inflacion"
"335","aumentado"
"336","afectada"
"337","mayores"
"338","precios"
"339","combustibles"
"340","obstante"
"341","eurozona"
"342","eurozona"
"343","inflacion"
"344","subyacente"
"345","sigue"
"346","baja"
"347","ubica"
"348","dependiendo"
"349","medida"
"350","vez"
"351","bien"
"352","perspectivas"
"353","inflacion"
"354","aumentado"
"355","eurozona"
"356","largo"
"357","apuntan"
"358","cifras"
"359","cambio"
"360","eurozona"
"361","situan"
"362","bajo"
"363","proximo"
"364","ipc"
"365","vario"
"366","debajo"
"367","previsto"
"368","mercado"
"369","medida"
"370","subyacente"
"371","sigue"
"372","cercana"
"373","cero"
"374","elementos"
"375","dominado"
"376","movimientos"
"377","mercados"
"378","financieros"
"379","globales"
"380","escalada"
"381","conflicto"
"382","comercial"
"383","acciones"
"384","aplicadas"
