"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","considerado"
"16","exportaciones"
"17","importaciones"
"18","nominales"
"19","probable"
"20","principales"
"21","riesgo"
"22","bienes"
"23","variacion"
"24","escenario"
"25","impulso"
"26","externo"
"27","recibira"
"28","economia"
"29","exportaciones"
"30","importaciones"
"31","proximos"
"32","menor"
"33","bienio"
"34","considerado"
"35","eurozona"
"36","resto"
"37","ello"
"38","responde"
"39","especialmente"
"40","intensificacion"
"41","conflicto"
"42","principales"
"43","socios"
"44","comerciales"
"45","incluso"
"46","extendido"
"47","ambitos"
"48","aumento"
"49","aversion"
"50","riesgo"
"51","aprecio"
"52","dolar"
"53","redujo"
"54","interes"
"55","largo"
"56","principales"
"57","economias"
"58","niveles"
"59","vistos"
"60","varios"
"61","periodos"
"62","condujo"
"63","reduccion"
"64","precio"
"65","mayoria"
"66","materias"
"67","primas"
"68","incluido"
"69","cobre"
"70","redunda"
"71","menores"
"72","terminos"
"73","intercambio"
"74","reduccion"
"75","precio"
"76","cobre"
"77","horizonte"
"78","proyeccion"
"79","perspectivas"
"80","crecimiento"
"81","mundial"
"82","ajustes"
"83","menores"
"84","mantienen"
"85","proximos"
"86","media"
"87","movil"
"88","tres"
"89","marcado"
"90","deterioro"
"91","comercio"
"92","mundial"
"93","pone"
"94","nota"
"95","cautela"
"96","respecto"
"97","impacto"
"98","conflicto"
"99","comercial"
"100","seguir"
"101","economia"
"102","tiempo"
"103","condiciones"
"104","financieras"
"105","persisten"
"106","susceptibles"
"107","escenarios"
"108","potencialmente"
"109","desfavorables"
"110","particular"
"111","balance"
"112","riesgo"
"113","rodea"
"114","escenario"
"115","continua"
"116","sesgado"
"117","baja"
"118","aumento"
"119","probabilidad"
"120","ocurrencia"
"121","eventos"
"122","negativos"
"123","escenario"
"124","riesgo"
"125","empeorado"
"126","principal"
"127","da"
"128","exportaciones"
"129","reales"
"130","pib"
"131","mundial"
"132","agudizacion"
"133","conflicto"
"134","comercial"
"135","ido"
"136","incidencias"
"137","variacion"
"138","extendiendo"
"139","esferas"
"140","distintas"
"141","comercio"
"142","incremento"
"143","tasa"
"144","arancelaria"
"145","montos"
"146","afectados"
"147","amenazo"
"148","emergentes"
"149","emergentes"
"150","aplicar"
"151","gravamenes"
"152","totalidad"
"153","importaciones"
"154","desarrolladas"
"155","asia"
"156","pib"
"157","sumo"
"158","incertidumbre"
"159","respecto"
"160","consecuentes"
"161","represalias"
"162","mundial"
"163","europa"
"164","resto"
"165","adoptar"
"166","conflicto"
"167","extendido"
"168","factores"
"169","surgimiento"
"170","restricciones"
"171","importante"
"172","empresas"
"173","tecnologia"
"174","gobierno"
"175","estadounidense"
"176","decretarse"
"177","imposicion"
"178","tarifas"
"179","totalidad"
"180","importaciones"
"181","mexicanas"
"182","bienes"
"183","postergacion"
"184","fecha"
"185","decidir"
"186","aplicacion"
"187","aranceles"
"188","internaciones"
"189","union"
"190","europea"
"191","respecto"
"192","efectos"
"193","reales"
"194","conflicto"
"195","datos"
"196","disponibles"
"197","recrudecimiento"
"198","marcado"
"199","cuenta"
"200","comercio"
"201","media"
"202","movil"
"203","tres"
"204","datos"
"205","trimestrales"
"206","fmi"
"207","bilateral"
"208","siguio"
"209","contrayendose"
"210","terminos"
"211","anuales"
"212","fuentes"
"213","cpb"
"214","netherlands"
"215","bureau"
"216","economic"
"217","policy"
"218","analysis"
"219","fmi"
"220","evidencia"
"221","incipiente"
"222","transacciones"
"223","primero"
"224","subido"
"225","banco"
"226","destinos"
"227","primero"
"228","coincide"
"229","importante"
"230","tasa"
"231","desempleo"
"232","crecimiento"
"233","salarios"
"234","nomina"
"235","desaceleracion"
"236","comercio"
"237","trimestres"
"238","incluso"
"239","economias"
"240","seleccionadas"
"241","contraido"
"242","anualmente"
"243","especialmente"
"244","variacion"
"245","economias"
"246","emergentes"
"247","ultimas"
"248","mayores"
"249","consecuencias"
"250","tasa"
"251","desempleo"
"252","salarios"
"253","sentido"
"254","asia"
"255","coherente"
"256","importante"
"257","participacion"
"258","alemania"
"259","cadena"
"260","produccion"
"261","exportaciones"
"262","chinas"
"263","bien"
"264","produccion"
"265","industrial"
"266","mundial"
"267","dejo"
"268","desacelerarse"
"269","tan"
"270","marcadamente"
"271","venia"
"272","haciendo"
"273","perspectivas"
"274","pmi"
"275","siguieron"
"276","resintiendose"
"277","destaca"
"278","desaceleracion"
"279","exportaciones"
"280","industriales"
"281","contexto"
"282","riesgo"
"283","relevante"
"284","centrado"
"285","desaceleracion"
"286","abrupta"
"287","crecimiento"
"288","principales"
"289","economias"
"290","actividad"
"291","ve"
"292","exacerbado"
"293","efectos"
"294","conflicto"
"295","comercial"
"296","bien"
"297","datos"
"298","actividad"
"299","mejores"
"300","esperado"
"301","mercado"
"302","datos"
"303","trimestrales"
"304","moderado"
"305","cifras"
"306","parciales"
"307","particular"
"308","ligadas"
"309","inversion"
"310","comercio"
"311","cuenta"
"312","riesgo"
"313","sigue"
"314","presente"
"315","primeros"
"316","tres"
"317","pib"
"318","expandio"
"319","evolucion"
"320","monedas"
"321","respecto"
"322","dolar"
"323","trimestral"
"324","anualizado"
"325","obstante"
"326","inversion"
"327","estadounidense"
"328","residencial"
"329","consumo"
"330","desaceleraron"
"331","respecto"
"332","previo"
"333","prom"
"334","datos"
"335","coyunturales"
"336","perspectivas"
"337","inversion"
"338","resentido"
"339","tiempo"
"340","expectativas"
"341","industriales"
"342","volvieron"
"343","retroceder"
"344","eurozona"
"345","economias"
"346","emergentes"
"347","exportadores"
"348","commodities"
"349","alla"
"350","pib"
"351","esperado"
"352","mercado"
"353","mantuvo"
"354","debil"
"355","crecimiento"
"356","continuo"
"357","afectado"
"358","produccion"
"359","industrial"
"360","exportaciones"
"361","netas"
"362","reciente"
"363","sentimiento"
"364","economico"
"365","siguio"
"366","deteriorando"
"367","produccion"
"368","industrial"
"369","contrayendose"
"370","anualmente"
"371","pib"
"372","crecio"
"373","superando"
"374","expectativas"
"375","produccion"
"376","industrial"
"377","desacelero"
"378","cifras"
"379","pmi"
"380","cerca"
"381","debajo"
"382","pivote"
