"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","persepctivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","principales"
"13","riesgo"
"14","perspectivas"
"15","manufactureras"
"16","difusion"
"17","pivote"
"18","ido"
"19","consolidando"
"20","proceso"
"21","recuperacion"
"22","eurozona"
"23","mundo"
"24","desarrollado"
"25","contribuido"
"26","validar"
"27","retiro"
"28","rapido"
"29","estimulos"
"30","monetarios"
"31","generar"
"32","grandes"
"33","disrupciones"
"34","mercados"
"35","hecho"
"36","condiciones"
"37","financieras"
"38","mundiales"
"39","mantenido"
"40","favorables"
"41","medio"
"42","nuevo"
"43","aumento"
"44","instancia"
"45","monetaria"
"46","reserva"
"47","federal"
"48","fed"
"49","ello"
"50","contribuido"
"51","panorama"
"52","estable"
"53","afianzamiento"
"54","mejores"
"55","perspectivas"
"56","crecimiento"
"57","asimismo"
"58","precio"
"59","cobre"
"60","sostuvo"
"61","cerca"
"62","niveles"
"63","maximos"
"64","expectativas"
"65","mejoraron"
"66","contribuyo"
"67","mejores"
"68","terminos"
"69","intercambio"
"70","impulso"
"71","externo"
"72","economia"
"73","horizonte"
"74","proyeccion"
"75","previsto"
"76","modos"
"77","medidos"
"78","gerentes"
"79","compra"
"80","pmi"
"81","bajo"
"82","escenario"
"83","mundial"
"84","ofrece"
"85","amplio"
"86","abanico"
"87","riesgo"
"88","tendencias"
"89","indica"
"90","expansion"
"91","contraccion"
"92","recientes"
"93","pueden"
"94","profundizar"
"95","condiciones"
"96","volver"
"97","deteriorar"
"98","panorama"
"99","mundial"
"100","distribucion"
"101","proyecciones"
"102","mundo"
"103","desarrollado"
"104","datos"
"105","continuado"
"106","crecimiento"
"107","afianzando"
"108","panorama"
"109","crecimiento"
"110","relativo"
"111","buen"
"112","desempeno"
"113","respuestas"
"114","consumo"
"115","sectores"
"116","servicios"
"117","anadido"
"118","mejores"
"119","perspectivas"
"120","sector"
"121","manufacturero"
"122","cifras"
"123","pib"
"124","cuarto"
"125","dieron"
"126","cuenta"
"127","importante"
"128","repunte"
"129","inversion"
"130","privada"
"131","proyecciones"
"132","mercado"
"133","indican"
"134","crecimiento"
"135","pais"
"136","bienio"
"137","distribucion"
"138","muestra"
"139","marcada"
"140","amplitud"
"141","proximo"
"142","amplitud"
"143","coincide"
"144","incertidumbre"
"145","medidas"
"146","finalmente"
"147","tome"
"148","nueva"
"149","administracion"
"150","efectos"
"151","incluyen"
"152","posibles"
"153","rebajas"
"154","impuestos"
"155","planes"
"156","infraestructura"
"157","medidas"
"158","proteccionistas"
"159","eurozona"
"160","destaco"
"161","recuperacion"
"162","sincronizada"
"163","persisten"
"164","diferencias"
"165","importantes"
"166","espana"
"167","lidera"
"168","dinamismo"
"169","cuarto"
"170","francia"
"171","italia"
"172","crecen"
"173","consensus"
"174","forecasts"
"175","ritmo"
"176","pausado"
"177","actividad"
"178","resentido"
"179","mayormente"
"180","cuarto"
"181","medio"
"182","proceso"
"183","salida"
"184","comunidad"
"185","europea"
"186","comienza"
"187","observar"
"188","deterioro"
"189","inversion"
"190","depreciacion"
"191","cambiaria"
"192","ayudado"
"193","sector"
"194","externo"
"195","mejoras"
"196","europa"
"197","ayudan"
"198","explicar"
"199","importante"
"200","revision"
"201","proyecciones"
"202","contenidas"
"203","escenario"
"204","espera"
"205","banco"
"206","actividad"
"207","socios"
"208","comerciales"
"209","expandiran"
"210","tasa"
"211","crecimiento"
"212","mundial"
"213","cerca"
"214","exhibida"
"215","variacion"
"216","prom"
"217","prom"
"218","inflacion"
"219","mundo"
"220","desarrollado"
"221","mostro"
"222","senales"
"223","evidentes"
"224","f"
"225","f"
"226","repunte"
"227","siguio"
"228","tendencia"
"229","ascendente"
"230","europa"
"231","mundo"
"232","ppc"
"233","mundo"
"234","tc"
"235","mercado"
"236","alejo"
"237","riesgo"
"238","deflacion"
"239","aumento"
"240","inflacion"
"241","socios"
"242","comerciales"
"243","reflejo"
"244","incremento"
"245","precios"
"246","energia"
"247","unidos"
"248","eurozona"
"249","componentes"
"250","subyacentes"
"251","evoluciones"
"252","dispares"
"253","sostenido"
"254","crecimiento"
"255","eurozona"
"256","india"
"257","todavia"
"258","niveles"
"259","debajo"
"260","objetivos"
"261","mediano"
"262","resto"
"263","asia"
"264","excl"
"265","exp"
"266","productos"
"267","basicos"
"268","particular"
"269","ipc"
"270","subio"
"271","definiciones"
"272","glosario"
"273","inflacion"
"274","subyacente"
"275","sostuvo"
"276","estimacion"
"277","deflactor"
"278","consumo"
"279","pce"
"280","medida"
"281","observada"
"282","f"
"283","proyeccion"
"284","fed"
"285","subio"
"286","mercado"
"287","fuentes"
"288","banco"
"289","muestra"
"290","banco"
"291","version"
"292","consensus"
"293","forecasts"
"294","fmi"
"295","oficinas"
"296","pais"
"297","laboral"
"298","mantuvo"
"299","dinamico"
"300","salarios"
"301","nominales"
"302","siguieron"
"303","creciendo"
"304","ello"
"305","ido"
"306","agregando"
"307","presiones"
"308","inflacionarias"
"309","medio"
"310","holguras"
"311","capacidad"
"312","estiman"
"313","acotadas"
"314","expectativas"
"315","inflacion"
"316","refleja"
"317","baja"
"318","tasa"
"319","desempleo"
"320","encuestas"
"321","mercado"
"322","compensacion"
"323","inflacionaria"
"324","europa"
"325","inflacion"
"326","subio"
"327","medida"
"328","subyacente"
"329","sostuvo"
"330","expansion"
"331","eurozona"
"332","alemania"
"333","lapso"
"334","contrario"
"335","sucede"
"336","repunte"
"337","actividad"
"338","traducido"
"339","mejora"
"340","solo"
"341","marginal"
"342","mercado"
"343","laboral"
"344","situacion"
"345","heterogenea"
"346","francia"
"347","espana"
"348","tasa"
"349","desempleo"
"350","sigue"
"351","digitos"
"352","alemania"
"353","sostenido"
"354","niveles"
"355","bajos"
"356","cerca"
"357","definido"
"358","evolucion"
"359","costos"
"360","laborales"
"361","agregado"
"362","eurozona"
"363","siguen"
"364","creciendo"
"365","mayores"
"366","perspectivas"
"367","inflacion"
"368","llevaron"
"369","fed"
"370","volviera"
"371","aumentar"
"372","tasa"
"373","referencia"
"374","reunion"
"375","entregado"
"376","senales"
"377","fuentes"
"378","consensus"
"379","forecasts"
"380","continuara"
"381","proceso"
"382","ritmo"
"383","tres"
