"","x"
"1","politica"
"2","monetaria"
"3","convencional"
"4","politica"
"5","monetaria"
"6","convencional"
"7","varios"
"8","banco"
"9","centrales"
"10","impacto"
"11","medidas"
"12","particular"
"13","flap"
"14","redujeron"
"15","agresivamente"
"16","interes"
"17","inmediato"
"18","curva"
"19","contratos"
"20","swapcamara"
"21","aplano"
"22","referencia"
"23","llevandolas"
"24","minimo"
"25","instaurando"
"26","modo"
"27","significativo"
"28","junto"
"29","caida"
"30","medidas"
"31","politica"
"32","monetaria"
"33","convencional"
"34","bonos"
"35","banco"
"36","implico"
"37","reduccion"
"38","casos"
"39","necesidad"
"40","apoyar"
"41","orden"
"42","tpm"
"43","esperada"
"44","largo"
"45","financieros"
"46","severamente"
"47","afectados"
"48","crisis"
"49","financiera"
"50","horizonte"
"51","politica"
"52","relevante"
"53","simultaneamente"
"54","reducidas"
"55","depositos"
"56","retrocedieron"
"57","manera"
"58","presiones"
"59","inflacionarias"
"60","generadas"
"61","caida"
"62","precios"
"63","similar"
"64","ipom"
"65","indico"
"66","trayectoria"
"67","materias"
"68","primas"
"69","ampliacion"
"70","holguras"
"71","entonces"
"72","desprendia"
"73","precios"
"74","capacidad"
"75","pusieron"
"76","riesgo"
"77","logro"
"78","meta"
"79","inflacion"
"80","activos"
"81","financieros"
"82","coherente"
"83","considerada"
"84","horizonte"
"85","politica"
"86","contexto"
"87","tpm"
"88","escenario"
"89","posteriormente"
"90","consejo"
"91","acoto"
"92","tpm"
"93","alcanzado"
"94","minimo"
"95","mantendria"
"96","minimo"
"97","interes"
"98","politica"
"99","monetaria"
"100","expectativas"
"101","tpm"
"102","fuentes"
"103","banco"
"104","centrales"
"105","pais"
"106","banco"
"107","consejo"
"108","banco"
"109","redujo"
"110","tpm"
"111","minimo"
"112","estima"
"113","llegar"
"114","medidas"
"115","politica"
"116","convencional"
"117","afectar"
"118","afectar"
"119","normal"
"120","funcionamiento"
"121","mercado"
"122","monetario"
"123","estructura"
"124","interes"
"125","impacto"
"126","anuncio"
"127","mantendria"
"128","tiempo"
"129","agregados"
"130","monetarios"
"131","primero"
"132","flap"
"133","generar"
"134","credito"
"135","prolongado"
"136","forma"
"137","reforzar"
"138","mensaje"
"139","alinear"
"140","favor"
"141","entidades"
"142","bancaria"
"143","provoco"
"144","expansion"
"145","estructura"
"146","interes"
"147","implicita"
"148","precios"
"149","activos"
"150","moneda"
"151","nacional"
"152","balance"
"153","banco"
"154","activos"
"155","financieros"
"156","trayectoria"
"157","consideraba"
"158","expansion"
"159","orden"
"160","coherente"
"161","logro"
"162","meta"
"163","inflacion"
"164","consejo"
"165","adopto"
"166","medidas"
"167","complementarias"
"168","politica"
"169","implemento"
"170","facilidad"
"171","liquidez"
"172","flap"
"173","saldos"
"174","cuenta"
"175","corriente"
"176","empresas"
"177","bancaria"
"178","accedieran"
"179","liquidez"
"180","mantenidos"
"181","banco"
"182","instituto"
"183","emisor"
"184","solo"
"185","tpm"
"186","vigente"
"187","colaterales"
"188","operaciones"
"189","reflejan"
"190","encaje"
"191","bancario"
"192","obligatorio"
"193","contraparte"
"194","habitualmente"
"195","requeridos"
"196","operaciones"
"197","lado"
"198","pasivos"
"199","balance"
"200","banco"
"201","incluyendo"
"202","depositos"
"203","consejo"
"204","anuncio"
"205","ajustes"
"206","plan"
"207","emision"
"208","deuda"
"209","condiciones"
"210","financieras"
"211","acceso"
"212","swap"
"213","ello"
"214","forma"
"215","alinear"
"216","monto"
"217","comprometido"
"218","flap"
"219","niveles"
"220","coherentes"
"221","instauracion"
"222","flap"
"223","expansion"
"224","activos"
"225","financieros"
"226","menor"
"227","puesto"
"228","flap"
"229","alinear"
"230","incentivos"
"231","uso"
"232","sustituyo"
"233","financiamiento"
"234","obtenido"
"235","operaciones"
"236","repo"
"237","monto"
"238","comprometido"
"239","flap"
"240","llego"
"241","politica"
"242","monetaria"
"243","incremento"
"244","significativo"
"245","emision"
"246","monetaria"
"247","transcurso"
"248","estructura"
"249","cambio"
"250","mayores"
"251","saldos"
"252","liquidez"
"253","uso"
"254","flap"
"255","interes"
"256","corto"
"257","retomo"
"258","mantienen"
"259","facilidad"
"260","deposito"
"261","intradia"
"262","pagares"
"263","pendiente"
"264","varias"
"265","razones"
"266","lado"
"267","mejor"
"268","descontables"
"269","corto"
"270","banco"
"271","entorno"
"272","financiero"
"273","aumento"
"274","apetito"
"275","riesgo"
"276","financieramente"
"277","conveniente"
"278","entidades"
"279","bancaria"
"280","incrementando"
"281","libres"
"282","riesgo"
"283","lado"
"284","agregados"
"285","monetarios"
"286","hecho"
"287","flap"
"288","comenzara"
"289","expansion"
"290","relevante"
"291","descontada"
"292","estacionalidad"
"293","coincidir"
"294","m"
"295","m"
"296","m"
"297","mostrado"
"298","consejo"
"299","senalado"
"300","mantendria"
"301","inalterada"
"302","expansiones"
"303","anualizado"
"304","manera"
"305","coherente"
"306","tpm"
"307","probablemente"
"308","introdujo"
"309","incertidumbre"
"310","respecto"
"311","bajas"
"312","interes"
"313","ajustarian"
"314","medidas"
"315","complementarias"
"316","politica"
"317","adicionalmente"
"318","aumento"
"319","interes"
"320","largo"
"321","perspectivas"
"322","emision"
"323","activos"
"324","liquidos"
"325","balance"
"326","banco"
"327","contrapartes"
"328","bancaria"
"329","deuda"
"330","publica"
"331","mitigar"
"332","incertidumbre"
"333","respecto"
"334","forma"
"335","acomodo"
"336","medidas"
"337","convencionales"
"338","dar"
"339","senales"
"340","politica"
"341","monetaria"
"342","correctas"
"343","mercado"
"344","consejo"
"345","decidio"
"346","reduciria"
"347","maximo"
"348","flap"
"349","continuaria"
"350","disminuyendo"
"351","mes"
"352","forma"
"353","extinguir"
"354","acceso"
"355","facilidad"
"356","anuncio"
"357","bien"
"358","absorbido"
"359","mercado"
"360","interes"
"361","cambios"
"362","relevantes"
"363","tiempo"
"364","perspectivas"
"365","analistas"
"366","acerca"
"367","momento"
"368","magnitud"
"369","tpm"
"370","comenzaria"
"371","senda"
"372","normalizacion"
"373","ajustaron"
"374","patron"
"375","coherente"
"376","comunicacion"
"377","consejo"
"378","activos"
"379","totales"
"380","excluyendo"
"381","reservas"
"382","internacionales"
"383","deuda"
"384","subordinada"
"385","activos"
"386","punto"
"387","indica"
"388","monto"
"389","suma"
"390","uso"
