"","x"
"1","politica"
"2","monetaria"
"3","escenario"
"4","internacional"
"5","analiza"
"6","evolucion"
"7","reciente"
"8","perspectivas"
"9","economia"
"10","mundial"
"11","proximos"
"12","describe"
"13","escenario"
"14","externo"
"15","casos"
"16","nuevos"
"17","semanales"
"18","conempresasdos"
"19","covid"
"20","considerado"
"21","probable"
"22","principales"
"23","riesgo"
"24","europa"
"25","evolucion"
"26","escenario"
"27","economico"
"28","internacional"
"29","sigue"
"30","condicionada"
"31","latina"
"32","desarrollo"
"33","pandemia"
"34","covid"
"35","lado"
"36","impacto"
"37","efectivo"
"38","profundo"
"39","previsto"
"40","estrictez"
"41","duracion"
"42","cuarentenas"
"43","impuestas"
"44","diversos"
"45","medidas"
"46","aislamiento"
"47","social"
"48","adoptadas"
"49","poblacion"
"50","llevado"
"51","drasticas"
"52","caidas"
"53","actividad"
"54","gran"
"55","sectores"
"56","economicos"
"57","lado"
"58","extension"
"59","confinamientos"
"60","propia"
"61","precaucion"
"62","individuos"
"63","repercutiran"
"64","recuperacion"
"65","lenta"
"66","economia"
"67","adelante"
"68","fecha"
"69","enfermedad"
"70","ido"
"71","propagandose"
"72","fecha"
"73","corresponde"
"74","cambio"
"75","casos"
"76","conempresasdos"
"77","rapidamente"
"78","alrededor"
"79","mundo"
"80","tras"
"81","aparicion"
"82","virus"
"83","siete"
"84","anteriores"
"85","argentina"
"86","ecuador"
"87","peru"
"88","mexico"
"89","epicentro"
"90","contagios"
"91","traslado"
"92","european"
"93","centre"
"94","disease"
"95","prevention"
"96","control"
"97","ecdc"
"98","europa"
"99","norteamerica"
"100","unidos"
"101","particular"
"102","ubica"
"103","sudamerica"
"104","correlato"
"105","evidente"
"106","temporalidad"
"107","medidas"
"108","control"
"109","sanitario"
"110","obligatorias"
"111","voluntarias"
"112","aplicadas"
"113","distintos"
"114","explica"
"115","asiaticos"
"116","incertidumbre"
"117","mundial"
"118","ido"
"119","retomando"
"120","gradualmente"
"121","movilidad"
"122","poblacion"
"123","largo"
"124","ponderado"
"125","pib"
"126","pais"
"127","europa"
"128","muestra"
"129","aumento"
"130","reciente"
"131","fase"
"132","confinamiento"
"133","contexto"
"134","incertidumbre"
"135","persiste"
"136","niveles"
"137","elevados"
"138","economia"
"139","mundial"
"140","brusca"
"141","caida"
"142","exacerbado"
"143","cuarto"
"144","coherencia"
"145","mencionada"
"146","evolucion"
"147","pandemia"
"148","confinamientos"
"149","destaca"
"150","peor"
"151","desempeno"
"152","consumo"
"153","privado"
"154","anteriores"
"155","mantenido"
"156","comportamiento"
"157","estable"
"158","retroceso"
"159","componente"
"160","gasto"
"161","liderado"
"162","partidas"
"163","bienes"
"164","durables"
"165","servicios"
"166","esenciales"
"167","ello"
"168","congruente"
"169","perdida"
"170","puestos"
"171","trabajo"
"172","varias"
"173","economias"
"174","consiguiente"
"175","incremento"
"176","desocupacion"
"177","solicitudes"
"178","calcula"
"179","contando"
"180","frecuencia"
"181","palabra"
"182","incierto"
"183","beneficios"
"184","concepto"
"185","entorno"
"186","inactividad"
"187","variante"
"188","reportes"
"189","pais"
"190","unidad"
"191","inteligencia"
"192","crecido"
"193","fuertemente"
"194","fenomenos"
"195","ocurrido"
"196","distinta"
"197","economist"
"198","luego"
"199","normaliza"
"200","palabras"
"201","reescala"
"202","multiplicando"
"203","alto"
"204","intensidad"
"205","apreciado"
"206","sustantiva"
"207","significa"
"208","incertidumbre"
"209","viceversa"
"210","desempleo"
"211","cifras"
"212","comienzos"
"213","ahir"
"214","h"
"215","bloom"
"216","d"
"217","furceri"
"218","registro"
"219","significo"
"220","baja"
"221","luego"
"222","maximo"
"223","banco"
"224","consignado"
"225","sorprendio"
"226","positivamente"
"227","mercado"
"228","mostrar"
"229","componentes"
"230","gasto"
"231","economias"
"232","desarrolladas"
"233","inesperado"
"234","aumento"
"235","creacion"
"236","empleos"
"237","inversion"
"238","comercio"
"239","variacion"
"240","exterior"
"241","continuaron"
"242","perdiendo"
"243","impulso"
"244","barometro"
"245","comercio"
"246","consumo"
"247","inversion"
"248","mercancias"
"249","organizacion"
"250","mundial"
"251","comercio"
"252","anticipa"
"253","alemania"
"254","marcado"
"255","descenso"
"256","proyeccion"
"257","previa"
"258","organismo"
"259","apunta"
"260","caida"
"261","expectativas"
"262","agentes"
"263","disminuido"
"264","fuerza"
"265","inicios"
"266","reflejo"
"267","magnitud"
"268","impacto"
"269","inicial"
"270","pandemia"
"271","incertidumbre"
"272","consecuencias"
"273","futuras"
"274","perspectivas"
"275","empresas"
"276","pmi"
"277","situan"
"278","mayoria"
"279","terreno"
"280","contractivo"
"281","servicios"
"282","retrocedido"
"283","concordancia"
"284","deterioro"
"285","relativo"
"286","sectores"
"287","respecto"
"288","manufactureros"
"289","asimismo"
"290","distintas"
"291","medidas"
"292","confianza"
"293","consumidores"
"294","baja"
"295","sustancial"
"296","acorde"
"297","reduccion"
"298","contagios"
"299","relajo"
"300","restricciones"
"301","movilidad"
"302","indices"
"303","expectativas"
"304","dejaron"
"305","caer"
"306","tasa"
"307","desempleo"
"308","economias"
"309","desarrolladas"
"310","exhiben"
"311","cierto"
"312","incremento"
"313","varias"
"314","economias"
"315","resalta"
"316","rebote"
"317","pmi"
"318","superando"
"319","previsto"
"320","encima"
"321","pivote"
"322","alemania"
"323","expansion"
"324","nacion"
"325","lidera"
"326","mejora"
"327","indicadores"
"328","canada"
"329","corto"
"330","produccion"
"331","industrial"
"332","volvio"
"333","crecer"
"334","terminos"
"335","anuales"
"336","tras"
"337","contraerse"
"338","mercados"
"339","financieros"
"340","globales"
"341","revertido"
"342","marcado"
"343","deterioro"
"344","exhibido"
"345","inicio"
"346","pandemia"
"347","ayudados"
"348","estimulos"
"349","monetarios"
"350","financieros"
"351","implementados"
"352","mundo"
"353","siguen"
"354","altamente"
"355","sensibles"
"356","noticias"
"357","u"
"358","direccion"
"359","vaivenes"
"360","gran"
"361","variables"
"362","financieras"
"363","mejoro"
"364","comparado"
"365","segunda"
"366","quincena"
"367","mercados"
"368","vivieron"
"369","momento"
"370","tension"
"371","decadas"
"372","respecto"
"373","lapso"
"374","general"
"375","bolsas"
"376","subieron"
"377","especial"
"378","enfasis"
"379","llegando"
"380","recuperar"
"381","grueso"
"382","perdidas"
"383","avances"
