"","x"
"1","escenario"
"2","internacional"
"3","revisa"
"4","evolucion"
"5","reciente"
"6","perspectivas"
"7","economia"
"8","mundial"
"9","proximos"
"10","describe"
"11","escenario"
"12","externo"
"13","considerado"
"14","probable"
"15","economia"
"16","riesgo"
"17","implicitos"
"18","escenario"
"19","externo"
"20","economia"
"21","continuado"
"22","favorable"
"23","crecimiento"
"24","mundial"
"25","mantiene"
"26","niveles"
"27","similares"
"28","previstos"
"29","tendencia"
"30","normalizacion"
"31","condiciones"
"32","monetarias"
"33","producido"
"34","perturbaciones"
"35","mayores"
"36","mercados"
"37","financieros"
"38","relacion"
"39","terminos"
"40","intercambio"
"41","altos"
"42","precios"
"43","cobre"
"44","compensado"
"45","precio"
"46","petroleo"
"47","embargo"
"48","riesgo"
"49","aumentado"
"50","especialmente"
"51","persistencia"
"52","altos"
"53","precios"
"54","petroleo"
"55","incluso"
"56","podrian"
"57","pronunciados"
"58","efectos"
"59","economia"
"60","mundial"
"61","asimismo"
"62","preocupan"
"63","desequilibrios"
"64","ahorro"
"65","inversion"
"66","economias"
"67","importantes"
"68","descarta"
"69","particularmente"
"70","aparezcan"
"71","presiones"
"72","inflacionarias"
"73","aceleren"
"74","normalizacion"
"75","politica"
"76","afecten"
"77","economias"
"78","emergentes"
"79","vulnerables"
"80","pesar"
"81","haber"
"82","fortalecido"
"83","posiciones"
"84","financieras"
"85","siguen"
"86","altamente"
"87","sensibles"
"88","entorno"
"89","finalmente"
"90","persiste"
"91","riesgo"
"92","problemas"
"93","geopoliticos"
"94","atentados"
"95","terroristas"
"96","crecimiento"
"97","mundial"
"98","crecimiento"
"99","mundial"
"100","mundial"
"101","socios"
"102","comerciales"
"103","proyecciones"
"104","crecimiento"
"105","mundial"
"106","mundial"
"107","socios"
"108","comerciales"
"109","cambian"
"110","significativamente"
"111","respecto"
"112","incertidumbre"
"113","aumento"
"114","petroleo"
"115","dinamismo"
"116","actividad"
"117","primeros"
"118","contrarrestado"
"119","indicadores"
"120","recientes"
"121","debiles"
"122","obedecen"
"123","factores"
"124","elevado"
"125","precio"
"126","crudo"
"127","composicion"
"128","crecimiento"
"129","regiones"
"130","cambiado"
"131","menor"
"132","dinamismo"
"133","marginalmente"
"134","compensado"
"135","correcciones"
"136","asia"
"137","emergente"
"138","crecimiento"
"139","mundial"
"140","ponderado"
"141","paridad"
"142","poder"
"143","compra"
"144","ppc"
"145","mantendria"
"146","ponderado"
"147","principales"
"148","socios"
"149","comerciales"
"150","cae"
"151","punto"
"152","porcentual"
"153","crecimiento"
"154","ponderado"
"155","participacion"
"156","pib"
"157","mundial"
"158","ppc"
"159","crecimiento"
"160","ponderado"
"161","participacion"
"162","exportaciones"
"163","totales"
"164","crecimiento"
"165","ppc"
"166","supera"
"167","ponderado"
"168","principales"
"169","socios"
"170","comerciales"
"171","f"
"172","proyeccion"
"173","exportaciones"
"174","importaciones"
"175","diferencias"
"176","participacion"
"177","asia"
"178","fuentes"
"179","participacion"
"180","altas"
"181","crecimiento"
"182","pib"
"183","mundial"
"184","ppc"
"185","banco"
"186","muestra"
"187","banco"
"188","significativamente"
"189","exportaciones"
